id,split,uci_row_number,text,label,char_count,token_count,avg_token_length,digit_count,digit_ratio,uppercase_ratio,exclamation_count,currency_count,has_url,has_phone,promo_token_count,row_position,has_currency,has_promo,over_160_chars
T0013,train,13,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",spam,155.0,30.0,4.033333333333333,20.0,0.12903225806451613,0.39603960396039606,2.0,1.0,1.0,0.0,5.0,0.0023322569070685323,1.0,1.0,0.0
T0014,train,14,I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.,ham,196.0,38.0,4.105263157894737,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.002511661284535343,0.0,0.0,1.0
T0015,train,15,I HAVE A DATE ON SUNDAY WITH WILL!!,ham,35.0,8.0,3.25,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.002691065662002153,0.0,0.0,0.0
T0016,train,16,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",spam,149.0,23.0,5.217391304347826,0.0,0.0,0.19166666666666668,0.0,0.0,1.0,0.0,1.0,0.0028704700394689632,0.0,1.0,0.0
T0017,train,17,Oh k...i'm watching here:),ham,26.0,6.0,2.8333333333333335,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0030498744169357734,0.0,0.0,0.0
T0018,train,18,Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.,ham,81.0,19.0,3.0526315789473686,1.0,0.012345679012345678,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0032292787944025836,0.0,0.0,0.0
T0019,train,19,Fine if thats the way u feel. Thats the way its gota b,ham,56.0,15.0,2.7333333333333334,0.0,0.0,0.04878048780487805,0.0,0.0,0.0,0.0,0.0,0.0034086831718693937,0.0,0.0,0.0
T0020,train,20,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+",spam,155.0,27.0,4.592592592592593,23.0,0.14838709677419354,0.31683168316831684,0.0,0.0,0.0,0.0,1.0,0.003588087549336204,0.0,1.0,0.0
H0001,heldout,21,Is that seriously how you spell his name?,ham,41.0,8.0,4.125,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.003767491926803014,0.0,0.0,0.0
T0021,train,22,I‘m going to try for 2 months ha ha only joking,ham,47.0,12.0,3.0,1.0,0.02127659574468085,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.003946896304269824,0.0,0.0,0.0
T0022,train,23,So ü pay first lar... Then when is da stock comin...,ham,52.0,11.0,3.272727272727273,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0041263006817366344,0.0,0.0,0.0
T0023,train,24,Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?,ham,88.0,20.0,3.3,1.0,0.011363636363636364,0.046153846153846156,0.0,0.0,0.0,0.0,0.0,0.004305705059203444,0.0,0.0,0.0
H0002,heldout,25,Ffffffffff. Alright no way I can meet up with you sooner?,ham,57.0,11.0,4.090909090909091,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.004485109436670255,0.0,0.0,0.0
T0024,train,26,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol,ham,144.0,30.0,3.6666666666666665,0.0,0.0,0.07272727272727272,0.0,0.0,0.0,0.0,0.0,0.0046645138141370645,0.0,0.0,0.0
H0003,heldout,27,Lol your always so convincing.,ham,30.0,5.0,5.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.004843918191603875,0.0,0.0,0.0
T0025,train,28,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,ham,134.0,29.0,3.3448275862068964,0.0,0.0,0.061855670103092786,0.0,0.0,0.0,0.0,0.0,0.005023322569070686,0.0,0.0,0.0
T0026,train,29,"I'm back &amp; we're packing the car now, I'll let you know if there's room",ham,75.0,19.0,2.8421052631578947,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0052027269465374955,0.0,0.0,0.0
T0027,train,30,Ahhh. Work. I vaguely remember that! What does it feel like? Lol,ham,64.0,12.0,4.083333333333333,0.0,0.0,0.10204081632653061,1.0,0.0,0.0,0.0,0.0,0.005382131324004306,0.0,0.0,0.0
T0028,train,31,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us",ham,130.0,29.0,3.4827586206896552,0.0,0.0,0.009900990099009901,0.0,0.0,0.0,0.0,0.0,0.005561535701471116,0.0,0.0,0.0
T0029,train,32,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? ,ham,189.0,42.0,3.357142857142857,2.0,0.010582010582010581,0.03597122302158273,2.0,0.0,0.0,0.0,0.0,0.0057409400789379264,0.0,0.0,1.0
T0030,train,33,K tell me anything about you.,ham,29.0,6.0,3.8333333333333335,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.005920344456404736,0.0,0.0,0.0
T0031,train,34,For fear of fainting with the of all that housework you just did? Quick have a cuppa,ham,84.0,17.0,3.9411764705882355,0.0,0.0,0.029850746268656716,0.0,0.0,0.0,0.0,0.0,0.006099748833871547,0.0,0.0,0.0
H0004,heldout,35,Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,spam,158.0,30.0,4.233333333333333,1.0,0.006329113924050633,0.10317460317460317,0.0,1.0,0.0,0.0,1.0,0.0062791532113383565,1.0,1.0,0.0
T0032,train,36,Yup... Ok i go home look at the timings then i msg ü again... Xuhui going to learn on 2nd may too but her lesson is at 8am,ham,122.0,28.0,3.1785714285714284,2.0,0.01639344262295082,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.006458557588805167,0.0,0.0,0.0
T0033,train,37,"Oops, I'll let you know when my roommate's done",ham,47.0,11.0,3.272727272727273,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.006637961966271977,0.0,0.0,0.0
T0034,train,38,I see the letter B on my car,ham,28.0,8.0,2.625,0.0,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0068173663437387875,0.0,0.0,0.0
H0005,heldout,39,Anything lor... U decide...,ham,27.0,4.0,4.5,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.006996770721205597,0.0,0.0,0.0
T0035,train,40,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!,ham,155.0,33.0,3.606060606060606,0.0,0.0,0.03361344537815126,2.0,0.0,0.0,0.0,0.0,0.007176175098672408,0.0,0.0,0.0
T0036,train,41,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola,ham,82.0,17.0,3.7058823529411766,0.0,0.0,0.06349206349206349,0.0,0.0,0.0,0.0,0.0,0.007355579476139218,0.0,0.0,0.0
T0037,train,42,"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy",ham,142.0,28.0,3.357142857142857,0.0,0.0,0.10638297872340426,0.0,0.0,0.0,0.0,0.0,0.007534983853606028,0.0,0.0,0.0
T0038,train,43,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,spam,172.0,29.0,4.655172413793103,22.0,0.12790697674418605,0.061946902654867256,0.0,0.0,0.0,1.0,5.0,0.007714388231072838,0.0,1.0,1.0
H0006,heldout,44,WHO ARE YOU SEEING?,ham,19.0,4.0,3.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.007893792608539648,0.0,0.0,0.0
H0007,heldout,45,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...,ham,72.0,14.0,3.4285714285714284,0.0,0.0,0.0625,1.0,0.0,0.0,0.0,0.0,0.008073196986006458,0.0,0.0,0.0
T0039,train,46,No calls..messages..missed calls,ham,32.0,5.0,5.2,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.008252601363473269,0.0,0.0,0.0
T0040,train,47,Didn't you get hep b immunisation in nigeria.,ham,45.0,9.0,4.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.00843200574094008,0.0,0.0,0.0
H0008,heldout,48,"Fair enough, anything going on?",ham,31.0,5.0,5.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.008611410118406888,0.0,0.0,0.0
T0041,train,49,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit",ham,67.0,15.0,3.466666666666667,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.008790814495873699,0.0,0.0,0.0
T0042,train,50,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,ham,148.0,33.0,3.393939393939394,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.00897021887334051,0.0,0.0,0.0
T0043,train,51,What you thinked about me. First time you saw me in class.,ham,58.0,12.0,3.75,0.0,0.0,0.044444444444444446,0.0,0.0,0.0,0.0,0.0,0.00914962325080732,0.0,0.0,0.0
T0044,train,52,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;",ham,124.0,24.0,3.7083333333333335,0.0,0.0,0.011235955056179775,0.0,0.0,0.0,0.0,0.0,0.009329027628274129,0.0,0.0,0.0
T0045,train,53,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,ham,80.0,17.0,3.764705882352941,0.0,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.00950843200574094,0.0,0.0,0.0
T0046,train,54,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.",ham,289.0,60.0,3.683333333333333,0.0,0.0,0.03167420814479638,0.0,0.0,0.0,0.0,0.0,0.00968783638320775,0.0,0.0,1.0
T0047,train,55,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,spam,120.0,22.0,4.2727272727272725,0.0,0.0,0.2553191489361702,0.0,0.0,0.0,0.0,1.0,0.009867240760674561,0.0,1.0,0.0
T0048,train,56,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,ham,76.0,14.0,4.071428571428571,0.0,0.0,0.12280701754385964,0.0,0.0,0.0,0.0,0.0,0.010046645138141371,0.0,0.0,0.0
T0049,train,57,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",spam,161.0,29.0,4.206896551724138,24.0,0.14906832298136646,0.12244897959183673,4.0,0.0,0.0,1.0,2.0,0.01022604951560818,0.0,1.0,1.0
H0009,heldout,58,"Sorry, I'll call later in meeting.",ham,34.0,7.0,3.7142857142857144,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,1.0,0.010405453893074991,0.0,1.0,0.0
T0050,train,59,Tell where you reached,ham,22.0,4.0,4.75,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.010584858270541802,0.0,0.0,0.0
T0051,train,60,Yes..gauti and sehwag out of odi series.,ham,40.0,8.0,3.875,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.010764262648008612,0.0,0.0,0.0
T0052,train,61,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,ham,108.0,24.0,3.375,1.0,0.009259259259259259,0.0375,0.0,1.0,0.0,0.0,0.0,0.010943667025475421,1.0,0.0,0.0
T0053,train,62,Ha ha ha good joke. Girls are situation seekers.,ham,48.0,9.0,4.222222222222222,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.011123071402942232,0.0,0.0,0.0
T0054,train,63,Its a part of checking IQ,ham,25.0,6.0,3.3333333333333335,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.011302475780409042,0.0,0.0,0.0
T0055,train,64,"Sorry my roommates took forever, it ok if I come by now?",ham,56.0,12.0,3.5833333333333335,0.0,0.0,0.046511627906976744,0.0,0.0,0.0,0.0,0.0,0.011481880157875853,0.0,0.0,0.0
T0056,train,65,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,ham,110.0,24.0,3.5416666666666665,0.0,0.0,0.023529411764705882,0.0,0.0,0.0,0.0,0.0,0.011661284535342662,0.0,0.0,0.0
T0057,train,66,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589",spam,152.0,28.0,4.321428571428571,15.0,0.09868421052631579,0.05660377358490566,0.0,1.0,0.0,1.0,3.0,0.011840688912809472,1.0,1.0,0.0
H0010,heldout,67,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",ham,122.0,23.0,4.0,0.0,0.0,0.03260869565217391,0.0,0.0,0.0,0.0,0.0,0.012020093290276283,0.0,0.0,0.0
T0058,train,68,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",spam,159.0,28.0,4.5,21.0,0.1320754716981132,0.22857142857142856,0.0,2.0,0.0,1.0,3.0,0.012199497667743094,1.0,1.0,0.0
T0059,train,69,"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!",spam,78.0,16.0,3.6875,0.0,0.0,0.0847457627118644,1.0,0.0,0.0,0.0,0.0,0.012378902045209902,0.0,0.0,0.0
T0060,train,70,I plane to give on this month end.,ham,34.0,8.0,3.25,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.012558306422676713,0.0,0.0,0.0
T0061,train,71,Wah lucky man... Then can save money... Hee...,ham,46.0,8.0,3.75,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.012737710800143524,0.0,0.0,0.0
T0062,train,72,Finished class where are you.,ham,29.0,5.0,4.8,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.012917115177610334,0.0,0.0,0.0
T0063,train,73,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,ham,45.0,10.0,3.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.013096519555077143,0.0,0.0,0.0
T0064,train,74,K..k:)where are you?how did you performed?,ham,42.0,9.0,3.4444444444444446,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.013275923932543954,0.0,0.0,0.0
H0011,heldout,75,U can call me now...,ham,20.0,5.0,2.6,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,1.0,0.013455328310010764,0.0,1.0,0.0
H0012,heldout,76,I am waiting machan. Call me once you free.,ham,43.0,9.0,3.6666666666666665,0.0,0.0,0.06060606060606061,0.0,0.0,0.0,0.0,2.0,0.013634732687477575,0.0,1.0,0.0
T0065,train,77,Thats cool. i am a gentleman and will treat you with dignity and respect.,ham,73.0,14.0,4.142857142857143,0.0,0.0,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.013814137064944384,0.0,0.0,0.0
T0066,train,78,I like you peoples very much:) but am very shy pa.,ham,50.0,11.0,3.3636363636363638,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.013993541442411194,0.0,0.0,0.0
T0067,train,79,Does not operate after  &lt;#&gt;  or what,ham,42.0,8.0,3.625,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.014172945819878005,0.0,0.0,0.0
T0068,train,80,Its not the same here. Still looking for a job. How much do Ta's earn there.,ham,76.0,17.0,3.3529411764705883,0.0,0.0,0.07017543859649122,0.0,0.0,0.0,0.0,0.0,0.014352350197344816,0.0,0.0,0.0
T0069,train,81,"Sorry, I'll call later",ham,22.0,5.0,3.4,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,1.0,0.014531754574811625,0.0,1.0,0.0
T0070,train,82,K. Did you call me just now ah? ,ham,32.0,8.0,2.75,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.014711158952278435,0.0,1.0,0.0
T0071,train,83,Ok i am on the way to home hi hi,ham,32.0,10.0,2.3,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.014890563329745246,0.0,0.0,0.0
T0072,train,84,You will be in the place of that man,ham,36.0,9.0,3.111111111111111,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.015069967707212056,0.0,0.0,0.0
T0073,train,85,Yup next stop.,ham,14.0,3.0,3.6666666666666665,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,1.0,0.015249372084678867,0.0,1.0,0.0
T0074,train,86,"I call you later, don't have network. If urgnt, sms me.",ham,55.0,12.0,3.3333333333333335,0.0,0.0,0.05,0.0,0.0,0.0,0.0,1.0,0.015428776462145676,0.0,1.0,0.0
T0075,train,87,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,ham,121.0,27.0,3.4074074074074074,1.0,0.008264462809917356,0.04395604395604396,0.0,0.0,0.0,0.0,0.0,0.015608180839612486,0.0,0.0,0.0
T0076,train,88,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,ham,144.0,32.0,3.4375,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,1.0,0.015787585217079295,0.0,1.0,0.0
T0077,train,89,I'm really not up to it still tonight babe,ham,42.0,10.0,3.3,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.015966989594546108,0.0,0.0,0.0
T0078,train,90,"Ela kano.,il download, come wen ur free..",ham,41.0,8.0,3.75,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,1.0,0.016146393972012917,0.0,1.0,0.0
T0079,train,91,Yeah do! Don‘t stand to close tho- you‘ll catch something!,ham,58.0,12.0,3.6666666666666665,0.0,0.0,0.045454545454545456,2.0,0.0,0.0,0.0,0.0,0.01632579834947973,0.0,0.0,0.0
T0080,train,92,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. ,ham,195.0,40.0,3.775,2.0,0.010256410256410256,0.026845637583892617,0.0,0.0,0.0,0.0,0.0,0.016505202726946538,0.0,0.0,1.0
H0013,heldout,93,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,ham,141.0,26.0,4.384615384615385,1.0,0.0070921985815602835,0.168141592920354,2.0,0.0,0.0,0.0,0.0,0.016684607104413347,0.0,0.0,0.0
H0014,heldout,94,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,spam,137.0,24.0,4.625,22.0,0.16058394160583941,0.0449438202247191,1.0,2.0,0.0,1.0,3.0,0.01686401148188016,1.0,1.0,0.0
T0081,train,95,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,ham,107.0,20.0,4.25,3.0,0.028037383177570093,0.036585365853658534,0.0,0.0,0.0,0.0,0.0,0.017043415859346968,0.0,0.0,0.0
H0015,heldout,96,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",spam,158.0,29.0,4.206896551724138,18.0,0.11392405063291139,0.17307692307692307,0.0,0.0,0.0,0.0,2.0,0.017222820236813777,0.0,1.0,0.0
T0082,train,97,Watching telugu movie..wat abt u?,ham,33.0,6.0,4.333333333333333,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.01740222461428059,0.0,0.0,0.0
T0083,train,98,i see. When we finish we have loads of loans to pay,ham,51.0,12.0,3.25,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.017581628991747398,0.0,0.0,0.0
T0084,train,99,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?""",ham,178.0,37.0,3.6216216216216215,0.0,0.0,0.03731343283582089,1.0,0.0,0.0,0.0,0.0,0.01776103336921421,0.0,0.0,1.0
T0085,train,100,I see a cup of coffee animation,ham,31.0,7.0,3.5714285714285716,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.01794043774668102,0.0,0.0,0.0
T0086,train,101,Please don't text me anymore. I have nothing else to say.,ham,57.0,12.0,3.6666666666666665,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,1.0,0.018119842124147828,0.0,1.0,0.0
T0087,train,102,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,ham,81.0,21.0,2.8095238095238093,0.0,0.0,0.06779661016949153,1.0,0.0,0.0,0.0,0.0,0.01829924650161464,0.0,0.0,0.0
T0088,train,103,I'm still looking for a car to buy. And have not gone 4the driving test yet.,ham,76.0,17.0,3.411764705882353,1.0,0.013157894736842105,0.03508771929824561,0.0,0.0,0.0,0.0,0.0,0.01847865087908145,0.0,0.0,0.0
T0089,train,104,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,ham,160.0,26.0,4.961538461538462,1.0,0.00625,0.078125,0.0,0.0,0.0,0.0,0.0,0.018658055256548258,0.0,0.0,0.0
H0016,heldout,105,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",ham,183.0,38.0,3.6842105263157894,0.0,0.0,0.02857142857142857,1.0,0.0,0.0,0.0,0.0,0.01883745963401507,0.0,0.0,1.0
T0090,train,106,Umma my life and vava umma love you lot dear,ham,44.0,10.0,3.5,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.01901686401148188,0.0,0.0,0.0
H0017,heldout,107,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,ham,95.0,17.0,4.529411764705882,0.0,0.0,0.025974025974025976,0.0,0.0,0.0,0.0,0.0,0.01919626838894869,0.0,0.0,0.0
T0091,train,108,"Aight, I'll hit you up when I get some cash",ham,43.0,11.0,2.909090909090909,0.0,0.0,0.09375,0.0,0.0,0.0,0.0,1.0,0.0193756727664155,0.0,1.0,0.0
T0092,train,109,How would my ip address test that considering my computer isn't a minecraft server,ham,82.0,15.0,4.533333333333333,0.0,0.0,0.014705882352941176,0.0,0.0,0.0,0.0,0.0,0.01955507714388231,0.0,0.0,0.0
T0093,train,110,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,ham,115.0,24.0,3.5833333333333335,0.0,0.0,0.05813953488372093,1.0,0.0,0.0,0.0,0.0,0.019734481521349122,0.0,0.0,0.0
T0094,train,111,Dont worry. I guess he's busy.,ham,30.0,7.0,3.142857142857143,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.01991388589881593,0.0,0.0,0.0
T0095,train,112,What is the plural of the noun research?,ham,40.0,8.0,4.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.020093290276282743,0.0,0.0,0.0
T0096,train,113,Going for dinner.msg you after.,ham,31.0,6.0,4.166666666666667,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.020272694653749552,0.0,0.0,0.0
T0097,train,114,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,ham,96.0,25.0,2.76,1.0,0.010416666666666666,0.04411764705882353,0.0,0.0,0.0,0.0,0.0,0.02045209903121636,0.0,0.0,0.0
