id_1,id_2,split_1,split_2,label_1,label_2,word_similarity,char_similarity,primary_similarity,similarity_basis,meets_protocol_threshold,is_cross_split,has_label_conflict,text_1,text_2
T2085,H0531,train,heldout,ham,ham,1.0000000000000002,0.8628493839292857,1.0000000000000002,word,True,True,False,Okie... Thanx...,Okie.. Thanx..
H0070,H0615,heldout,heldout,ham,ham,1.0000000000000002,0.9232021604174244,1.0000000000000002,word,True,False,False,Customer place i will call you.,Customer place i will call you
T1034,T3194,train,train,ham,ham,1.0000000000000002,0.5450701816901666,1.0000000000000002,word,True,False,False,Wot u up 2 u weirdo?,WOT U UP 2 J?
T1860,T2106,train,train,ham,ham,1.0000000000000002,0.5785159307898398,1.0000000000000002,word,True,False,False,Ok lor.,Ok lor...
T1860,T2190,train,train,ham,ham,1.0000000000000002,0.5785159307898398,1.0000000000000002,word,True,False,False,Ok lor.,Ok lor...
T1860,T2278,train,train,ham,ham,1.0000000000000002,0.5785159307898398,1.0000000000000002,word,True,False,False,Ok lor.,Ok lor...
T2106,T4376,train,train,ham,ham,1.0000000000000002,0.5785159307898398,1.0000000000000002,word,True,False,False,Ok lor...,Ok lor.
T2190,T4376,train,train,ham,ham,1.0000000000000002,0.5785159307898398,1.0000000000000002,word,True,False,False,Ok lor...,Ok lor.
T2278,T4376,train,train,ham,ham,1.0000000000000002,0.5785159307898398,1.0000000000000002,word,True,False,False,Ok lor...,Ok lor.
T3193,T4050,train,train,spam,spam,0.9999999999999992,1.0000000000000002,1.0000000000000002,character,True,False,False,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674
H0009,T1821,heldout,train,ham,ham,1.0,0.9293484846451101,1.0,word,True,True,False,"Sorry, I'll call later in meeting.","Sorry, I'll call later in meeting"
H0009,T3367,heldout,train,ham,ham,1.0,0.9293484846451101,1.0,word,True,True,False,"Sorry, I'll call later in meeting.","Sorry, I'll call later in meeting"
T0133,H0926,train,heldout,ham,ham,1.0,0.8398264912450956,1.0,word,True,True,False,I'm leaving my house now...,I'm leaving my house now.
H0207,T1606,heldout,train,ham,ham,1.0,0.9599381468747328,1.0,word,True,True,False,Goodmorning today i am late for  &lt;DECIMAL&gt; min.,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min."
H0445,T4014,heldout,train,spam,spam,1.0,0.956556220048762,1.0,word,True,True,False,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p
T1881,H0850,train,heldout,ham,ham,1.0,0.7306678014300665,1.0,word,True,True,False,That seems unnecessarily affectionate,That seems unnecessarily hostile
T0112,T4277,train,train,ham,ham,1.0,0.67366929903387,1.0,word,True,False,False,I'm home.,I'm home...
T0220,T2016,train,train,ham,ham,1.0,0.30183753479258535,1.0,word,True,False,False,Yup,Yup...
T0238,T2088,train,train,ham,ham,1.0,0.4613143597353702,1.0,word,True,False,False,Okie...,Okie
T0238,T2161,train,train,ham,ham,1.0,0.4613143597353702,1.0,word,True,False,False,Okie...,Okie
T0238,T3132,train,train,ham,ham,1.0,0.4613143597353702,1.0,word,True,False,False,Okie...,Okie
T0238,T4155,train,train,ham,ham,1.0,0.4613143597353702,1.0,word,True,False,False,Okie...,Okie
T0241,T1032,train,train,ham,ham,1.0,0.5938314191116901,1.0,word,True,False,False,Ok..,Ok...
T0241,T1065,train,train,ham,ham,1.0,0.5938314191116901,1.0,word,True,False,False,Ok..,Ok...
T0241,T1146,train,train,ham,ham,1.0,0.5938314191116901,1.0,word,True,False,False,Ok..,Ok...
T0241,T1192,train,train,ham,ham,1.0,0.5938314191116901,1.0,word,True,False,False,Ok..,Ok...
T0241,T1364,train,train,ham,ham,1.0,0.5938314191116901,1.0,word,True,False,False,Ok..,Ok...
T0241,T1545,train,train,ham,ham,1.0,0.12133039421909711,1.0,word,True,False,False,Ok..,Ok
T0241,T1747,train,train,ham,ham,1.0,0.3219982268013788,1.0,word,True,False,False,Ok..,Ok.
T0241,T1858,train,train,ham,ham,1.0,0.5938314191116901,1.0,word,True,False,False,Ok..,Ok...
T0241,T2017,train,train,ham,ham,1.0,0.5938314191116901,1.0,word,True,False,False,Ok..,Ok...
T0241,T2137,train,train,ham,ham,1.0,0.5938314191116901,1.0,word,True,False,False,Ok..,Ok...
T0241,T2453,train,train,ham,ham,1.0,0.12133039421909711,1.0,word,True,False,False,Ok..,Ok
T0241,T2539,train,train,ham,ham,1.0,0.5938314191116901,1.0,word,True,False,False,Ok..,Ok...
T0241,T2818,train,train,ham,ham,1.0,0.3219982268013788,1.0,word,True,False,False,Ok..,Ok.
T0241,T3086,train,train,ham,ham,1.0,0.3219982268013788,1.0,word,True,False,False,Ok..,Ok.
T0241,T3231,train,train,ham,ham,1.0,0.3219982268013788,1.0,word,True,False,False,Ok..,Ok.
T0241,T3609,train,train,ham,ham,1.0,0.12133039421909711,1.0,word,True,False,False,Ok..,Ok
T0241,T3892,train,train,ham,ham,1.0,0.5938314191116901,1.0,word,True,False,False,Ok..,Ok...
T0241,T4284,train,train,ham,ham,1.0,0.12133039421909711,1.0,word,True,False,False,Ok..,Ok
T0419,T2124,train,train,spam,spam,1.0,0.9763109728703661,1.0,word,True,False,False,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+","You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
T1032,T1545,train,train,ham,ham,1.0,0.11877865595952372,1.0,word,True,False,False,Ok...,Ok
T1032,T1747,train,train,ham,ham,1.0,0.3152261792849079,1.0,word,True,False,False,Ok...,Ok.
T1032,T2453,train,train,ham,ham,1.0,0.11877865595952372,1.0,word,True,False,False,Ok...,Ok
T1032,T2818,train,train,ham,ham,1.0,0.3152261792849079,1.0,word,True,False,False,Ok...,Ok.
T1032,T3086,train,train,ham,ham,1.0,0.3152261792849079,1.0,word,True,False,False,Ok...,Ok.
T1032,T3231,train,train,ham,ham,1.0,0.3152261792849079,1.0,word,True,False,False,Ok...,Ok.
T1032,T3609,train,train,ham,ham,1.0,0.11877865595952372,1.0,word,True,False,False,Ok...,Ok
T1032,T4284,train,train,ham,ham,1.0,0.11877865595952372,1.0,word,True,False,False,Ok...,Ok
T1065,T1545,train,train,ham,ham,1.0,0.11877865595952372,1.0,word,True,False,False,Ok...,Ok
T1065,T1747,train,train,ham,ham,1.0,0.3152261792849079,1.0,word,True,False,False,Ok...,Ok.
T1065,T2453,train,train,ham,ham,1.0,0.11877865595952372,1.0,word,True,False,False,Ok...,Ok
T1065,T2818,train,train,ham,ham,1.0,0.3152261792849079,1.0,word,True,False,False,Ok...,Ok.
T1065,T3086,train,train,ham,ham,1.0,0.3152261792849079,1.0,word,True,False,False,Ok...,Ok.
T1065,T3231,train,train,ham,ham,1.0,0.3152261792849079,1.0,word,True,False,False,Ok...,Ok.
T1065,T3609,train,train,ham,ham,1.0,0.11877865595952372,1.0,word,True,False,False,Ok...,Ok
T1065,T4284,train,train,ham,ham,1.0,0.11877865595952372,1.0,word,True,False,False,Ok...,Ok
T1146,T1545,train,train,ham,ham,1.0,0.11877865595952372,1.0,word,True,False,False,Ok...,Ok
T1146,T1747,train,train,ham,ham,1.0,0.3152261792849079,1.0,word,True,False,False,Ok...,Ok.
T1146,T2453,train,train,ham,ham,1.0,0.11877865595952372,1.0,word,True,False,False,Ok...,Ok
T1146,T2818,train,train,ham,ham,1.0,0.3152261792849079,1.0,word,True,False,False,Ok...,Ok.
T1146,T3086,train,train,ham,ham,1.0,0.3152261792849079,1.0,word,True,False,False,Ok...,Ok.
T1146,T3231,train,train,ham,ham,1.0,0.3152261792849079,1.0,word,True,False,False,Ok...,Ok.
T1146,T3609,train,train,ham,ham,1.0,0.11877865595952372,1.0,word,True,False,False,Ok...,Ok
T1192,T1545,train,train,ham,ham,1.0,0.11877865595952372,1.0,word,True,False,False,Ok...,Ok
T1192,T1747,train,train,ham,ham,1.0,0.3152261792849079,1.0,word,True,False,False,Ok...,Ok.
T1192,T2453,train,train,ham,ham,1.0,0.11877865595952372,1.0,word,True,False,False,Ok...,Ok
T1192,T2818,train,train,ham,ham,1.0,0.3152261792849079,1.0,word,True,False,False,Ok...,Ok.
T1192,T3086,train,train,ham,ham,1.0,0.3152261792849079,1.0,word,True,False,False,Ok...,Ok.
T1192,T3231,train,train,ham,ham,1.0,0.3152261792849079,1.0,word,True,False,False,Ok...,Ok.
T1192,T3609,train,train,ham,ham,1.0,0.11877865595952372,1.0,word,True,False,False,Ok...,Ok
T1364,T1545,train,train,ham,ham,1.0,0.11877865595952372,1.0,word,True,False,False,Ok...,Ok
T1364,T1747,train,train,ham,ham,1.0,0.3152261792849079,1.0,word,True,False,False,Ok...,Ok.
T1364,T2453,train,train,ham,ham,1.0,0.11877865595952372,1.0,word,True,False,False,Ok...,Ok
T1364,T2818,train,train,ham,ham,1.0,0.3152261792849079,1.0,word,True,False,False,Ok...,Ok.
T1364,T3086,train,train,ham,ham,1.0,0.3152261792849079,1.0,word,True,False,False,Ok...,Ok.
T1364,T3231,train,train,ham,ham,1.0,0.3152261792849079,1.0,word,True,False,False,Ok...,Ok.
T1364,T3609,train,train,ham,ham,1.0,0.11877865595952372,1.0,word,True,False,False,Ok...,Ok
T1364,T4284,train,train,ham,ham,1.0,0.11877865595952372,1.0,word,True,False,False,Ok...,Ok
T1545,T1747,train,train,ham,ham,1.0,0.16497218613500522,1.0,word,True,False,False,Ok,Ok.
T1545,T1858,train,train,ham,ham,1.0,0.11877865595952372,1.0,word,True,False,False,Ok,Ok...
T1545,T2017,train,train,ham,ham,1.0,0.11877865595952372,1.0,word,True,False,False,Ok,Ok...
T1545,T2137,train,train,ham,ham,1.0,0.11877865595952372,1.0,word,True,False,False,Ok,Ok...
T1545,T2539,train,train,ham,ham,1.0,0.11877865595952372,1.0,word,True,False,False,Ok,Ok...
T1545,T2818,train,train,ham,ham,1.0,0.16497218613500522,1.0,word,True,False,False,Ok,Ok.
T1545,T3086,train,train,ham,ham,1.0,0.16497218613500522,1.0,word,True,False,False,Ok,Ok.
T1545,T3231,train,train,ham,ham,1.0,0.16497218613500522,1.0,word,True,False,False,Ok,Ok.
T1545,T3892,train,train,ham,ham,1.0,0.11877865595952372,1.0,word,True,False,False,Ok,Ok...
T1654,T2114,train,train,spam,spam,1.0,0.8692954780308431,1.0,word,True,False,False,"URGENT! Your mobile No *********** WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm","URGENT! Your mobile No 077xxx WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm"
T1747,T1858,train,train,ham,ham,1.0,0.3152261792849079,1.0,word,True,False,False,Ok.,Ok...
T1747,T2017,train,train,ham,ham,1.0,0.3152261792849079,1.0,word,True,False,False,Ok.,Ok...
T1747,T2137,train,train,ham,ham,1.0,0.3152261792849079,1.0,word,True,False,False,Ok.,Ok...
T1747,T2453,train,train,ham,ham,1.0,0.16497218613500522,1.0,word,True,False,False,Ok.,Ok
T1747,T2539,train,train,ham,ham,1.0,0.3152261792849079,1.0,word,True,False,False,Ok.,Ok...
T1747,T3609,train,train,ham,ham,1.0,0.16497218613500522,1.0,word,True,False,False,Ok.,Ok
T1747,T3892,train,train,ham,ham,1.0,0.3152261792849079,1.0,word,True,False,False,Ok.,Ok...
T1747,T4284,train,train,ham,ham,1.0,0.16497218613500522,1.0,word,True,False,False,Ok.,Ok
T1821,T3705,train,train,ham,ham,1.0,0.9293484846451101,1.0,word,True,False,False,"Sorry, I'll call later in meeting","Sorry, I'll call later In meeting."
T1834,T2363,train,train,spam,spam,1.0,0.5787422887476406,1.0,word,True,False,False,You have 1 new message. Please call 08718738034.,You have 1 new message. Please call 08712400200.
T1834,T4088,train,train,spam,spam,1.0,0.5955896223707873,1.0,word,True,False,False,You have 1 new message. Please call 08718738034.,You have 1 new message. Please call 08715205273
T1858,T2453,train,train,ham,ham,1.0,0.11877865595952372,1.0,word,True,False,False,Ok...,Ok
T1858,T2818,train,train,ham,ham,1.0,0.3152261792849079,1.0,word,True,False,False,Ok...,Ok.
T1858,T3086,train,train,ham,ham,1.0,0.3152261792849079,1.0,word,True,False,False,Ok...,Ok.
T1858,T3231,train,train,ham,ham,1.0,0.3152261792849079,1.0,word,True,False,False,Ok...,Ok.
T1858,T3609,train,train,ham,ham,1.0,0.11877865595952372,1.0,word,True,False,False,Ok...,Ok
T1858,T4284,train,train,ham,ham,1.0,0.11877865595952372,1.0,word,True,False,False,Ok...,Ok
T1877,T2088,train,train,ham,ham,1.0,0.4613143597353702,1.0,word,True,False,False,Okie...,Okie
T1877,T2161,train,train,ham,ham,1.0,0.4613143597353702,1.0,word,True,False,False,Okie...,Okie
T1877,T3132,train,train,ham,ham,1.0,0.4613143597353702,1.0,word,True,False,False,Okie...,Okie
T1877,T4155,train,train,ham,ham,1.0,0.4613143597353702,1.0,word,True,False,False,Okie...,Okie
T2016,T4377,train,train,ham,ham,1.0,0.30183753479258535,1.0,word,True,False,False,Yup...,Yup
T2017,T2453,train,train,ham,ham,1.0,0.11877865595952372,1.0,word,True,False,False,Ok...,Ok
T2017,T2818,train,train,ham,ham,1.0,0.3152261792849079,1.0,word,True,False,False,Ok...,Ok.
T2017,T3086,train,train,ham,ham,1.0,0.3152261792849079,1.0,word,True,False,False,Ok...,Ok.
T2017,T3231,train,train,ham,ham,1.0,0.3152261792849079,1.0,word,True,False,False,Ok...,Ok.
T2017,T3609,train,train,ham,ham,1.0,0.11877865595952372,1.0,word,True,False,False,Ok...,Ok
T2017,T4284,train,train,ham,ham,1.0,0.11877865595952372,1.0,word,True,False,False,Ok...,Ok
T2088,T3415,train,train,ham,ham,1.0,0.4613143597353702,1.0,word,True,False,False,Okie,Okie...
T2137,T2453,train,train,ham,ham,1.0,0.11877865595952372,1.0,word,True,False,False,Ok...,Ok
T2137,T2818,train,train,ham,ham,1.0,0.3152261792849079,1.0,word,True,False,False,Ok...,Ok.
T2137,T3086,train,train,ham,ham,1.0,0.3152261792849079,1.0,word,True,False,False,Ok...,Ok.
T2137,T3231,train,train,ham,ham,1.0,0.3152261792849079,1.0,word,True,False,False,Ok...,Ok.
T2137,T3609,train,train,ham,ham,1.0,0.11877865595952372,1.0,word,True,False,False,Ok...,Ok
T2161,T3415,train,train,ham,ham,1.0,0.4613143597353702,1.0,word,True,False,False,Okie,Okie...
T2363,T4088,train,train,spam,spam,1.0,0.6157765306303971,1.0,word,True,False,False,You have 1 new message. Please call 08712400200.,You have 1 new message. Please call 08715205273
T2453,T2539,train,train,ham,ham,1.0,0.11877865595952372,1.0,word,True,False,False,Ok,Ok...
T2453,T2818,train,train,ham,ham,1.0,0.16497218613500522,1.0,word,True,False,False,Ok,Ok.
T2453,T3086,train,train,ham,ham,1.0,0.16497218613500522,1.0,word,True,False,False,Ok,Ok.
T2453,T3231,train,train,ham,ham,1.0,0.16497218613500522,1.0,word,True,False,False,Ok,Ok.
T2453,T3892,train,train,ham,ham,1.0,0.11877865595952372,1.0,word,True,False,False,Ok,Ok...
T2526,T4273,train,train,ham,ham,1.0,0.9529149457704098,1.0,word,True,False,False,Wat r u doing now?,Wat ü doing now?
T2539,T2818,train,train,ham,ham,1.0,0.3152261792849079,1.0,word,True,False,False,Ok...,Ok.
T2539,T3086,train,train,ham,ham,1.0,0.3152261792849079,1.0,word,True,False,False,Ok...,Ok.
T2539,T3231,train,train,ham,ham,1.0,0.3152261792849079,1.0,word,True,False,False,Ok...,Ok.
T2539,T3609,train,train,ham,ham,1.0,0.11877865595952372,1.0,word,True,False,False,Ok...,Ok
T2539,T4284,train,train,ham,ham,1.0,0.11877865595952372,1.0,word,True,False,False,Ok...,Ok
T2687,T2820,train,train,spam,spam,1.0,0.9338177557292253,1.0,word,True,False,False,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P","You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P"
T2818,T3609,train,train,ham,ham,1.0,0.16497218613500522,1.0,word,True,False,False,Ok.,Ok
T2818,T3892,train,train,ham,ham,1.0,0.3152261792849079,1.0,word,True,False,False,Ok.,Ok...
T2818,T4284,train,train,ham,ham,1.0,0.16497218613500522,1.0,word,True,False,False,Ok.,Ok
T2899,T3595,train,train,ham,ham,1.0,0.7901811062445102,1.0,word,True,False,False,I anything lor...,I anything lor.
T2918,T3147,train,train,ham,ham,1.0,0.7652483356713555,1.0,word,True,False,False,Ok c ü then.,Ok. C u then.
T3086,T3609,train,train,ham,ham,1.0,0.16497218613500522,1.0,word,True,False,False,Ok.,Ok
T3086,T3892,train,train,ham,ham,1.0,0.3152261792849079,1.0,word,True,False,False,Ok.,Ok...
T3086,T4284,train,train,ham,ham,1.0,0.16497218613500522,1.0,word,True,False,False,Ok.,Ok
T3132,T3415,train,train,ham,ham,1.0,0.4613143597353702,1.0,word,True,False,False,Okie,Okie...
T3231,T3609,train,train,ham,ham,1.0,0.16497218613500522,1.0,word,True,False,False,Ok.,Ok
T3231,T3892,train,train,ham,ham,1.0,0.3152261792849079,1.0,word,True,False,False,Ok.,Ok...
T3231,T4284,train,train,ham,ham,1.0,0.16497218613500522,1.0,word,True,False,False,Ok.,Ok
T3367,T3705,train,train,ham,ham,1.0,0.9293484846451101,1.0,word,True,False,False,"Sorry, I'll call later in meeting","Sorry, I'll call later In meeting."
T3415,T4155,train,train,ham,ham,1.0,0.4613143597353702,1.0,word,True,False,False,Okie...,Okie
T3609,T3892,train,train,ham,ham,1.0,0.11877865595952372,1.0,word,True,False,False,Ok,Ok...
T2627,H0663,train,heldout,spam,spam,0.9999999999999999,0.8947042509543885,0.9999999999999999,word,True,True,False,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705
H0663,T4064,heldout,train,spam,spam,0.9999999999999999,0.9714802979067502,0.9999999999999999,word,True,True,False,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.
H0924,T3761,heldout,train,ham,ham,0.9999999999999999,0.41813330064529314,0.9999999999999999,word,True,True,False,Ok no prob...,Ok no prob
T0065,T1123,train,train,ham,ham,0.9999999999999999,0.928907852925706,0.9999999999999999,word,True,False,False,Thats cool. i am a gentleman and will treat you with dignity and respect.,Thats cool! I am a gentleman and will treat you with dignity and respect.
T0350,T2338,train,train,spam,spam,0.9999999999999999,0.9831222700483815,0.9999999999999999,word,True,False,False,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only
T2627,T4064,train,train,spam,spam,0.9999999999999999,0.9207901581971499,0.9999999999999999,word,True,False,False,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.
H0136,T4269,heldout,train,ham,ham,0.9999999999999998,0.5980691501929662,0.9999999999999998,word,True,True,False,So when do you wanna gym harri,So when do you wanna gym?
T2298,H0561,train,heldout,spam,spam,0.9999999999999998,0.9868253127906472,0.9999999999999998,word,True,True,False,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call","YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call."
T0388,T3131,train,train,spam,spam,0.9999999999999998,0.9724697047076525,0.9999999999999998,word,True,False,False,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
T0621,T2569,train,train,spam,spam,0.9999999999999998,0.9540221533244955,0.9999999999999998,word,True,False,False,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub
T1056,T4093,train,train,spam,spam,0.9999999999999997,0.9904207707819079,0.9999999999999997,word,True,False,False,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply","Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply."
T1695,T2978,train,train,spam,spam,0.9999999999999996,0.8883841271543821,0.9999999999999996,word,True,False,False,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p
T1780,H0451,train,heldout,spam,spam,0.9999999999999994,0.9579231930944369,0.9999999999999994,word,True,True,False,"Thanks for your ringtone order, ref number K718. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069120","Thanks for your ringtone order, ref number R836. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069154"
H0908,T4439,heldout,train,spam,spam,0.9999999999999994,0.9828651066831944,0.9999999999999994,word,True,True,False,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records","Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records."
T1849,T2277,train,train,spam,spam,0.9999999999999994,0.8567526335342878,0.9999999999999994,word,True,False,False,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.","Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate"
T1849,T2621,train,train,spam,spam,0.9999999999999994,0.9727756992005945,0.9999999999999994,word,True,False,False,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.","Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate"
T2277,T2621,train,train,spam,spam,0.9999999999999994,0.8689271200459354,0.9999999999999994,word,True,False,False,"Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate","Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate"
T2413,H0645,train,heldout,spam,spam,0.9999999999999993,0.9515181778045247,0.9999999999999993,word,True,True,False,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only
T0651,T1578,train,train,spam,spam,0.9999999999999993,0.9877170920830496,0.9999999999999993,word,True,False,False,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP
T0827,T1571,train,train,spam,spam,0.9999999999999993,0.9805222322343583,0.9999999999999993,word,True,False,False,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18
