id,split,uci_row_number,label,text,word_p_spam,word_pred,char_p_spam,char_pred,prediction_source,neighbour_count,opposite_neighbour_fraction,closest_opposite_id,closest_opposite_similarity,neighbour_ids,neighbour_labels,neighbour_similarities,word_opposes,char_opposes,neighbour_opposes,signal_count,mean_p_spam,opposition_strength,proposed_label,model_disagreement,boundary_distance,neighbour_mixedness,ambiguity_score
H0944,heldout,4753,spam,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,0.504201714947065,spam,0.4848229635197859,ham,fit-all-train,5,0.2144496416803464,T1304,0.22748878453058397,T2153|T1304|T1807|T3055|T3379,spam|ham|spam|spam|spam,0.2716|0.2275|0.1932|0.1842|0.1842,False,True,False,1,0.4945123392334254,0.5054876607665746,ham,True,0.005487660766574587,0.42889928336069283,1.560584391811128
H1024,heldout,5101,spam,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",0.6745142060408593,spam,0.3662261050478869,ham,fit-all-train,5,0.22858563789416358,T0085,0.22913244604085592,T0085|T1604|T4395|T0540|T4037,ham|spam|spam|spam|spam,0.2291|0.2229|0.2138|0.1795|0.1572,False,True,False,1,0.5203701555443732,0.47962984445562684,ham,True,0.02037015554437316,0.45717127578832717,1.5421281992265845
H0801,heldout,4074,spam,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,0.5367876659604276,spam,0.4828479083681835,ham,fit-all-train,5,0.16545510301538363,T0083,0.23379736812632934,T0374|T2420|T1429|T0083|H0425,spam|spam|spam|ham|spam,0.3364|0.3364|0.3364|0.2338|0.1699,False,True,False,1,0.5098177871643055,0.4901822128356945,ham,True,0.00981778716430548,0.33091020603076726,1.5127285080836959
T3592,train,4476,spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min,0.3894607945688701,ham,0.552718962827773,spam,5-fold-oof,5,0.20857991623925837,T2308,0.17891624920814897,T4431|T2308|H0075|T4305|T1471,spam|ham|ham|spam|spam,0.9098|0.1789|0.1160|0.1102|0.0991,True,False,False,1,0.47108987869832153,0.5289101213016785,ham,True,0.02891012130167847,0.41715983247851673,1.5090436903880498
T1363,train,1700,spam,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.",0.4963981262563061,ham,0.7180337704540934,spam,5-fold-oof,5,0.3956294896108952,T0838,0.2561626605992875,T0141|T0135|T0838|T0547|T0976,spam|spam|ham|ham|spam,0.2728|0.2638|0.2562|0.2341|0.2123,True,False,False,1,0.6072159483551998,0.39278405164480024,ham,True,0.10721594835519976,0.7912589792217904,1.5020716949783166
T0433,train,530,spam,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,0.2521741822497072,ham,0.6536121930668323,spam,5-fold-oof,5,0.22711164639543185,H0625,0.24163887865983014,H0625|T2670|T0398|T4057|T1149,ham|spam|spam|spam|spam,0.2416|0.2225|0.2225|0.2213|0.1559,True,False,False,1,0.45289318765826975,0.5471068123417302,ham,True,0.04710681234173025,0.4542232927908637,1.4874756924328851
T3811,train,4755,spam,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,0.7110158094995459,spam,0.3618215502759819,ham,5-fold-oof,5,0.8102961402665937,T2951,0.2884183178367833,T2951|H0888|T2030|T2612|H0074,ham|ham|spam|ham|ham,0.2884|0.2599|0.2347|0.2321|0.2219,False,True,False,1,0.5364186798877639,0.4635813201122361,ham,True,0.03641867988776393,0.3794077194668126,1.4789257280111971
T4301,train,5380,spam,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,0.2906607083194196,ham,0.5059300285002417,spam,5-fold-oof,5,0.33867090537875016,H0615,0.23095311378997074,T3896|T2875|H0615|H0543|T2365,spam|spam|ham|ham|spam,0.4245|0.2511|0.2310|0.2288|0.2221,True,False,False,1,0.39829536840983065,0.6017046315901693,ham,True,0.10170463159016935,0.6773418107575003,1.4675274611226614
T1427,train,1779,spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,0.7258890569359105,spam,0.4405741764222209,ham,5-fold-oof,5,0.2896931510230962,T3089,0.1586257003186904,H0939|T1850|T3089|T0562|T2521,spam|spam|ham|ham|spam,0.4410|0.1624|0.1586|0.1470|0.1460,False,True,False,1,0.5832316166790658,0.41676838332093424,ham,True,0.08323161667906576,0.5793863020461923,1.4652912874603456
T3796,train,4736,spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,0.7258890569359105,spam,0.4405741764222209,ham,5-fold-oof,5,0.2896931510230962,T3089,0.1586257003186904,H0939|T1850|T3089|T0562|T2521,spam|spam|ham|ham|spam,0.4410|0.1624|0.1586|0.1470|0.1460,False,True,False,1,0.5832316166790658,0.41676838332093424,ham,True,0.08323161667906576,0.5793863020461923,1.4652912874603456
T2658,train,3303,spam,RCT' THNQ Adrian for U text. Rgds Vatian,0.8141420056632409,spam,0.1338449581823305,ham,5-fold-oof,5,0.8565978178328101,T1450,0.2356474467958002,T1450|T4133|T2896|T2528|H0511,ham|ham|ham|spam|ham,0.2356|0.1862|0.1172|0.1078|0.1049,False,True,False,1,0.4739934819227857,0.5260065180772143,ham,True,0.026006518077214325,0.28680436433437984,1.4627087095793234
T3123,train,3886,spam,A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345,0.6943759117492649,spam,0.4193300936027541,ham,5-fold-oof,5,0.19091033184632025,H0073,0.18540994772706731,T3979|T3351|T0016|T0422|H0073,spam|spam|spam|spam|ham,0.2000|0.1975|0.1956|0.1927|0.1854,False,True,False,1,0.5568530026760095,0.44314699732399054,ham,True,0.056853002676009456,0.38182066369264045,1.439022260125037
H0030,heldout,192,spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,0.7631857393362197,spam,0.3696917427503894,ham,fit-all-train,5,0.7905190541457218,T0261,0.2340825863000412,T0261|T3822|T2568|T0373|T3069,ham|spam|ham|ham|ham,0.2341|0.2012|0.1875|0.1837|0.1541,False,True,False,1,0.5664387410433045,0.4335612589566955,ham,True,0.0664387410433045,0.41896189170855647,1.4347072745968135
T1884,train,2353,spam,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 £3 ",0.1914713122855508,ham,0.5293809448323886,spam,5-fold-oof,5,0.6274142150523857,T1304,0.26453681968999154,T1304|H0741|T1807|H0044|T1007,ham|ham|spam|spam|ham,0.2645|0.2115|0.1961|0.1922|0.1777,True,False,False,1,0.3604261285589697,0.6395738714410303,ham,True,0.13957387144103028,0.7451715698952286,1.418920885076031
T1174,train,1461,spam,Bought one ringtone and now getting texts costing 3 pound offering more tones etc,0.2411734411139055,ham,0.6177699940648897,spam,5-fold-oof,5,0.1979982597588444,T3536,0.21613365529476902,T3202|T3285|T3536|T1807|T0550,spam|spam|ham|spam|spam,0.2272|0.2218|0.2161|0.2139|0.2125,True,False,False,1,0.4294717175893976,0.5705282824106024,ham,True,0.07052828241060238,0.3959965195176889,1.4173420429858707
T2824,train,3502,spam,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,0.5036570783387317,spam,0.4241145047977219,ham,5-fold-oof,5,0.07636330173309368,T2946,0.12269048365667456,T3212|H0467|T1654|T1685|T2946,spam|spam|spam|spam|ham,0.9600|0.2109|0.1818|0.1314|0.1227,False,True,False,1,0.46388579156822685,0.5361142084317732,ham,True,0.036114208431773154,0.15272660346618738,1.3888622245229285
T4097,train,5123,spam,PRIVATE! Your 2003 Account Statement for 078,0.5010608996731815,spam,0.4720777729638004,ham,5-fold-oof,5,0.0,,0.0,T3878|H0110|T3737|T4026|T0435,spam|spam|spam|spam|spam,0.4966|0.4900|0.4884|0.4863|0.4860,False,True,False,1,0.4865693363184909,0.5134306636815091,ham,True,0.01343066368150908,0.0,1.3731386726369819
T0047,train,55,spam,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,0.6221823535326496,spam,0.3488636676553263,ham,5-fold-oof,5,1.0,T2456,0.3432817801469832,T2456|T1066|T3413|H0826|T1688,ham|ham|ham|ham|ham,0.3433|0.2726|0.2511|0.2464|0.2174,False,True,True,2,0.48552301059398795,0.514476989406012,ham,True,0.014476989406012053,0.0,1.371046021187976
T0470,train,575,ham,Waiting for your call.,0.6885113027891087,spam,0.3485128766023059,ham,5-fold-oof,5,0.0,,0.0,T0743|H0366|T2715|H0022|T1646,ham|ham|ham|ham|ham,0.8105|0.8071|0.6156|0.5090|0.4978,True,False,False,1,0.5185120896957073,0.5185120896957073,spam,True,0.01851208969570728,0.0,1.3629758206085856
T0845,train,1046,spam,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",0.3725402258918655,ham,0.5769554476641988,spam,5-fold-oof,5,0.0,,0.0,T2647|H0476|T3034|T2687|T2820,spam|spam|spam|spam|spam,0.5394|0.3531|0.3384|0.2730|0.2681,True,False,False,1,0.4747478367780321,0.5252521632219679,ham,True,0.025252163221967883,0.0,1.3494956735560644
T4033,train,5038,spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,0.5782134767935024,spam,0.4733041632271055,ham,5-fold-oof,5,1.0,T4135,0.2197581176922465,T4135|T4175|H0050|T1659|T3550,ham|ham|ham|ham|ham,0.2198|0.2096|0.1768|0.1767|0.1740,False,True,False,1,0.5257588200103039,0.47424117998969606,ham,True,0.02575882001030394,0.0,1.3484823599793923
T0341,train,416,spam,100 dating service cal;l 09064012103 box334sk38ch,0.4085334111351962,ham,0.6479295002694463,spam,5-fold-oof,5,0.0,,0.0,H1044|H0798|T3470|T0866|T3034,spam|spam|spam|spam|spam,0.5770|0.2787|0.1861|0.1861|0.1704,True,False,False,1,0.5282314557023212,0.4717685442976788,ham,True,0.028231455702321218,0.0,1.3435370885953577
H0287,heldout,1459,spam,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Calls£1/minmoremobsEMSPOBox45PO139WA,0.3050145235495384,ham,0.6128348698598873,spam,fit-all-train,5,0.0,,0.0,T1029|T1799|T1180|T1338|T2761,spam|spam|spam|spam|spam,0.6679|0.2685|0.2675|0.2659|0.2393,True,False,False,1,0.45892469670471286,0.5410753032952871,ham,True,0.041075303295287136,0.0,1.3178493934094258
T4431,train,5540,spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX,0.4951219079591845,ham,0.7520970949738931,spam,5-fold-oof,5,0.19334575027324233,T2308,0.16044598758433892,T3592|T2308|H0075|T4305|T1471,spam|ham|ham|spam|spam,0.9098|0.1604|0.1041|0.0988|0.0949,True,False,False,1,0.6236095014665388,0.3763904985334612,ham,True,0.12360950146653882,0.3866915005464846,1.307457597285516
T0255,train,306,spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",0.4806142316206058,ham,0.4702290666694462,ham,5-fold-oof,5,0.5669561298169916,T3791,0.14750154166118745,T3864|T0549|T3791|T3722|T2375,spam|spam|ham|ham|ham,0.1644|0.1496|0.1475|0.1330|0.1307,True,True,False,2,0.475421649145026,0.524578350854974,ham,False,0.024578350854974007,0.8660877403660168,1.2972783944364588
H0461,heldout,2290,ham,Dont you have message offer,0.5148600906878993,spam,0.2264722379268267,ham,fit-all-train,5,0.1874318331486276,T4305,0.36145296752201506,T3117|T2314|T4305|T4379|T3846,ham|ham|spam|ham|ham,0.4835|0.3881|0.3615|0.3513|0.3442,True,False,False,1,0.370666164307363,0.370666164307363,spam,True,0.129333835692637,0.3748636662972552,1.291277795133628
T3458,train,4296,spam,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA,0.6616396332035096,spam,0.4543292531241983,ham,5-fold-oof,5,0.0,,0.0,T2894|H0810|T0125|T2055|T3580,spam|spam|spam|spam|spam,0.2814|0.2226|0.2166|0.1537|0.1263,False,True,False,1,0.557984443163854,0.442015556836146,ham,True,0.05798444316385398,0.0,1.2840311136722922
T0549,train,673,spam,"SMS. ac sun0819 posts HELLO:""You seem cool, wanted to say hi. HI!!!"" Stop? Send STOP to 62468",0.5560814460778717,spam,0.3154179132557346,ham,5-fold-oof,5,0.0,,0.0,H0973|H0991|T0140|T4035|T4178,spam|spam|spam|spam|spam,0.2639|0.2637|0.2582|0.2532|0.2337,False,True,False,1,0.4357496796668031,0.5642503203331969,ham,True,0.06425032033319689,0.0,1.2714993593336064
T2761,train,3426,spam,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL,0.3743226296641355,ham,0.7611990390452206,spam,5-fold-oof,5,0.0,,0.0,T1180|T1338|T1799|H0287|T1029,spam|spam|spam|spam|spam,0.5760|0.5395|0.4751|0.2393|0.2107,True,False,False,1,0.5677608343546781,0.43223916564532194,ham,True,0.06776083435467806,0.0,1.2644783312906438
T1338,train,1664,spam,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL,0.4214396264676136,ham,0.7375951924351918,spam,5-fold-oof,5,0.0,,0.0,T1180|T1799|T2761|H0287|T1029,spam|spam|spam|spam|spam,0.5639|0.5474|0.5395|0.2659|0.2360,True,False,False,1,0.5795174094514027,0.42048259054859727,ham,True,0.07951740945140273,0.0,1.2409651810971947
T0540,train,661,spam,88800 and 89034 are premium phone services call 08718711108,0.4883697441064064,ham,0.8708144362580426,spam,5-fold-oof,5,0.23371493448543784,T2798,0.23928989276499713,T2798|T0636|T0610|H0875|T1834,ham|spam|spam|spam|spam,0.2393|0.2260|0.1916|0.1841|0.1829,True,False,False,1,0.6795920901822244,0.32040790981777556,ham,True,0.17959209018222444,0.4674298689708757,1.2277877672239015
T1426,train,1778,spam,Call FREEPHONE 0800 542 0578 now!,0.4683980826988349,ham,0.8034210594899434,spam,5-fold-oof,5,0.11025146811114624,T2798,0.21206742354886865,T0636|T0489|T3143|T2798|T0811,spam|spam|spam|ham|spam,0.5835|0.4604|0.4604|0.2121|0.2071,True,False,False,1,0.6359095710943892,0.36409042890561083,ham,True,0.13590957109438917,0.22050293622229244,1.2163820323001386
T1604,train,2004,spam,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...,0.5071254452575013,spam,0.5945584796847071,spam,5-fold-oof,5,0.6079938015491098,T1304,0.2439337250108955,T1304|T0078|T0016|H1024|T1219,ham|ham|spam|spam|ham,0.2439|0.2346|0.2289|0.2229|0.2222,False,False,False,0,0.5508419624711042,0.4491580375288958,ham,False,0.050841962471104174,0.7840123969017805,1.2119210338185038
H0318,heldout,1641,spam,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,0.4547016877120584,ham,0.8408952126613649,spam,fit-all-train,5,0.10952931424718984,T0901,0.14470186976983523,H0903|T1717|T2177|T0901|T2259,spam|spam|spam|ham|spam,0.6595|0.1863|0.1861|0.1447|0.1445,True,False,False,1,0.6477984501867117,0.35220154981328833,ham,True,0.14779845018671167,0.21905862849437963,1.1920265510243286
T4364,train,5459,spam,"""For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk""",0.7702032349578333,spam,0.4607855977953065,ham,5-fold-oof,5,1.0,T2286,0.1854794088056836,T2286|H0930|T2541|T4084|T2718,ham|ham|ham|ham|ham,0.1855|0.1855|0.1703|0.1626|0.1620,False,True,False,1,0.6154944163765699,0.3845055836234301,ham,True,0.11549441637656988,0.0,1.1690111672468602
H0927,heldout,4677,spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",0.4797010529347472,ham,0.45602195472557,ham,fit-all-train,5,0.7094715248579736,T3180,0.25950804733962607,T2466|T3180|T0487|T1732|T0338,spam|ham|ham|ham|ham,0.3898|0.2595|0.2337|0.2315|0.2271,True,True,False,2,0.46786150383015856,0.5321384961698414,ham,False,0.032138496169841435,0.5810569502840528,1.1681457877739383
T2153,train,2681,spam,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",0.5759112187654547,spam,0.6305296346089216,spam,5-fold-oof,5,0.5356913944593583,T3827,0.22438425145135288,H0944|T3827|T2081|T3117|T1327,spam|ham|spam|ham|ham,0.2716|0.2244|0.2045|0.1639|0.1611,False,False,False,0,0.6032204266871881,0.3967795733128119,ham,False,0.10322042668718812,0.9286172110812834,1.1650060310581372
T3102,train,3861,spam,"Win the newest Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",0.5984151428768641,spam,0.6422824095337349,spam,5-fold-oof,5,0.5026620365487016,T0114,0.36775716051299434,T1064|T0114|H0117|H0749|H0395,spam|ham|ham|ham|ham,1.0000|0.3678|0.2143|0.2143|0.2143,False,False,False,0,0.6203487762052995,0.3796512237947005,ham,False,0.12034877620529949,0.9946759269025969,1.1571728183504397
T1799,train,2249,spam,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls £1/minMobsmoreLKPOBOX177HP51FL,0.1895433216528611,ham,0.5097820109990625,spam,5-fold-oof,5,0.0,,0.0,T1338|T1180|T2761|H0287|T1029,spam|spam|spam|spam|spam,0.5474|0.5100|0.4751|0.2685|0.2400,True,False,False,1,0.3496626663259618,0.6503373336740381,ham,True,0.15033733367403818,0.0,1.0993253326519237
T0119,train,140,spam,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,0.594096158991405,spam,0.6463632143422523,spam,5-fold-oof,5,0.5754648139864361,T1222,0.19611915211018316,T2425|T1222|H0243|T2645|T1786,spam|ham|spam|ham|ham,0.2240|0.1961|0.1921|0.1889|0.1790,False,False,False,0,0.6202296866668287,0.37977031333317135,ham,False,0.12022968666682865,0.8490703720271278,1.0991687754771937
T1310,train,1626,spam,500 free text msgs. Just text ok to 80488 and we'll credit your account,0.5269010507839808,spam,0.7633549240556564,spam,5-fold-oof,5,0.4668303712832058,T0788,0.2681009763261184,T1199|T1573|T0788|T4140|T4133,spam|spam|ham|ham|ham,0.5753|0.3203|0.2681|0.2653|0.2507,False,False,False,0,0.6451279874198186,0.3548720125801814,ham,False,0.14512798741981858,0.9336607425664116,1.0832083221869275
T2504,train,3112,spam,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412,0.5889153522216413,spam,0.697052034748647,spam,5-fold-oof,5,0.4536392616645184,H0543,0.2781963858124108,T3822|T0928|H0543|H0615|H0070,spam|spam|ham|ham|ham,0.6509|0.3253|0.2782|0.2746|0.2578,False,False,False,0,0.6429836934851441,0.35701630651485594,ham,False,0.14298369348514406,0.9072785233290368,1.0769440223613267
T4039,train,5047,ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",0.5044871510302054,spam,0.7161351539174219,spam,5-fold-oof,5,0.36077579185694775,H0371,0.2291376741918768,H0777|T0578|H0371|T0610|H0543,ham|ham|spam|spam|ham,0.2929|0.2906|0.2291|0.2291|0.2285,True,True,False,2,0.6103111524738136,0.6103111524738136,spam,False,0.11031115247381362,0.7215515837138955,1.0679983285379309
T1020,train,1261,ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",0.5044871510302054,spam,0.7161351539174219,spam,5-fold-oof,5,0.36077579185694775,H0371,0.2291376741918768,H0777|T0578|H0371|T0610|H0543,ham|ham|spam|spam|ham,0.2929|0.2906|0.2291|0.2291|0.2285,True,True,False,2,0.6103111524738136,0.6103111524738136,spam,False,0.11031115247381362,0.7215515837138955,1.0679983285379309
T3426,train,4257,spam,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just £5 by replying GET BBDELUXE and take the challenge,0.3484610994656281,ham,0.4259557098163674,ham,5-fold-oof,5,0.6356418561013316,T2543,0.27190711280966706,T2543|T1213|T3545|T2646|H0004,ham|spam|ham|ham|spam,0.2719|0.1874|0.1613|0.1504|0.1471,True,True,False,2,0.3872084046409977,0.6127915953590023,ham,False,0.1127915953590023,0.7287162877973368,1.0659033244009302
H0342,heldout,1719,spam,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.,0.7360774484093495,spam,0.519363041823694,spam,fit-all-train,5,0.37172470579191863,T1687,0.13939233004515383,T0226|T2847|T1687|T3082|T3530,spam|spam|ham|spam|ham,0.1720|0.1509|0.1394|0.1385|0.1336,False,False,False,0,0.6277202451165218,0.3722797548834782,ham,False,0.1277202451165218,0.7434494115838373,1.0419392744004914
H0509,heldout,2576,spam,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,0.5696891683788644,spam,0.7052591657428212,spam,fit-all-train,5,0.38325549696311484,H0628,0.19643814380310098,T2307|H0628|H0377|T2521|H0557,spam|ham|spam|spam|ham,0.2146|0.1964|0.1959|0.1949|0.1798,False,False,False,0,0.6374741670608428,0.3625258329391572,ham,False,0.1374741670608428,0.7665109939262297,1.0316560634488063
T4057,train,5069,spam,83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,0.6239826606035225,spam,0.6750137086156256,spam,5-fold-oof,5,0.5882860873600637,T4428,0.245701497046388,T4428|T0433|T0996|H0625|T0788,ham|spam|spam|ham|ham,0.2457|0.2213|0.2133|0.1968|0.1785,False,False,False,0,0.649498184609574,0.350501815390426,ham,False,0.14949818460957398,0.8234278252798726,1.0303747608928011
