id,split,issue_type,rank,confidence,evidence_1,evidence_2,recommended_action,short_explanation
H1003,heldout,leakage,37,medium,Held-out row has 1 training duplicate partner(s): T1269,leakage_type=near_reviewed_accepted; duplicate_ref=N0217; max_similarity=0.9716,should_fix,"Held-out evaluation row is recoverable from training duplicate evidence, so leakage-aware scoring should exclude or flag it."
H1063,heldout,leakage,38,medium,Held-out row has 1 training duplicate partner(s): T3075,leakage_type=near_reviewed_accepted; duplicate_ref=N0406; max_similarity=0.9653,should_fix,"Held-out evaluation row is recoverable from training duplicate evidence, so leakage-aware scoring should exclude or flag it."
H0589,heldout,leakage,39,medium,Held-out row has 1 training duplicate partner(s): T0304,leakage_type=near_reviewed_accepted; duplicate_ref=N0068; max_similarity=0.9640,should_fix,"Held-out evaluation row is recoverable from training duplicate evidence, so leakage-aware scoring should exclude or flag it."
H0153,heldout,leakage,40,medium,Held-out row has 1 training duplicate partner(s): T0382,leakage_type=near_reviewed_accepted; duplicate_ref=N0080; max_similarity=0.9578,should_fix,"Held-out evaluation row is recoverable from training duplicate evidence, so leakage-aware scoring should exclude or flag it."
H0765,heldout,leakage,41,medium,Held-out row has 1 training duplicate partner(s): T2328,leakage_type=near_reviewed_accepted; duplicate_ref=N0351; max_similarity=0.9548,should_fix,"Held-out evaluation row is recoverable from training duplicate evidence, so leakage-aware scoring should exclude or flag it."
H0988,heldout,leakage,42,medium,Held-out row has 1 training duplicate partner(s): T2590,leakage_type=near_reviewed_accepted; duplicate_ref=N0375; max_similarity=0.9504,should_fix,"Held-out evaluation row is recoverable from training duplicate evidence, so leakage-aware scoring should exclude or flag it."
H0160,heldout,leakage,43,medium,Held-out row has 1 training duplicate partner(s): T0520,leakage_type=near_reviewed_accepted; duplicate_ref=N0096; max_similarity=0.9465,should_fix,"Held-out evaluation row is recoverable from training duplicate evidence, so leakage-aware scoring should exclude or flag it."
H0288,heldout,leakage,44,medium,Held-out row has 1 training duplicate partner(s): T1769,leakage_type=near_reviewed_accepted; duplicate_ref=N0200; max_similarity=0.9393,should_fix,"Held-out evaluation row is recoverable from training duplicate evidence, so leakage-aware scoring should exclude or flag it."
H0316,heldout,leakage,45,medium,Held-out row has 1 training duplicate partner(s): T0710,leakage_type=near_reviewed_accepted; duplicate_ref=N0131; max_similarity=0.9373,should_fix,"Held-out evaluation row is recoverable from training duplicate evidence, so leakage-aware scoring should exclude or flag it."
H0804,heldout,leakage,46,medium,Held-out row has 1 training duplicate partner(s): T0710,leakage_type=near_reviewed_accepted; duplicate_ref=N0133; max_similarity=0.9373,should_fix,"Held-out evaluation row is recoverable from training duplicate evidence, so leakage-aware scoring should exclude or flag it."
H1108,heldout,leakage,47,medium,Held-out row has 1 training duplicate partner(s): T0435,leakage_type=near_reviewed_accepted; duplicate_ref=N0086; max_similarity=0.9301,should_fix,"Held-out evaluation row is recoverable from training duplicate evidence, so leakage-aware scoring should exclude or flag it."
H1090,heldout,leakage,48,medium,Held-out row has 1 training duplicate partner(s): T3844,leakage_type=near_reviewed_accepted; duplicate_ref=N0440; max_similarity=0.9296,should_fix,"Held-out evaluation row is recoverable from training duplicate evidence, so leakage-aware scoring should exclude or flag it."
H0632,heldout,leakage,49,medium,Held-out row has 1 training duplicate partner(s): T3256,leakage_type=near_reviewed_accepted; duplicate_ref=N0376; max_similarity=0.9289,should_fix,"Held-out evaluation row is recoverable from training duplicate evidence, so leakage-aware scoring should exclude or flag it."
H0805,heldout,leakage,50,medium,Held-out row has 1 training duplicate partner(s): T4223,leakage_type=near_reviewed_accepted; duplicate_ref=N0422; max_similarity=0.9270,should_fix,"Held-out evaluation row is recoverable from training duplicate evidence, so leakage-aware scoring should exclude or flag it."
H0329,heldout,leakage,51,medium,Held-out row has 1 training duplicate partner(s): T2871,leakage_type=near_reviewed_accepted; duplicate_ref=N0230; max_similarity=0.9223,should_fix,"Held-out evaluation row is recoverable from training duplicate evidence, so leakage-aware scoring should exclude or flag it."
H0940,heldout,leakage,52,medium,Held-out row has 2 training duplicate partner(s): T0677|T2608,leakage_type=near_reviewed_accepted; duplicate_ref=N0124|N0377; max_similarity=0.9516,should_fix,"Held-out evaluation row is recoverable from training duplicate evidence, so leakage-aware scoring should exclude or flag it."
H0136,heldout,leakage,53,medium,Held-out row has 1 training duplicate partner(s): T4269,leakage_type=near_reviewed_accepted; duplicate_ref=N0102; max_similarity=1.0000,should_fix,"Held-out evaluation row is recoverable from training duplicate evidence, so leakage-aware scoring should exclude or flag it."
H0207,heldout,leakage,54,medium,Held-out row has 1 training duplicate partner(s): T1606,leakage_type=near_reviewed_accepted; duplicate_ref=N0153; max_similarity=1.0000,should_fix,"Held-out evaluation row is recoverable from training duplicate evidence, so leakage-aware scoring should exclude or flag it."
H0926,heldout,leakage,55,medium,Held-out row has 1 training duplicate partner(s): T0133,leakage_type=near_reviewed_accepted; duplicate_ref=N0017; max_similarity=1.0000,should_fix,"Held-out evaluation row is recoverable from training duplicate evidence, so leakage-aware scoring should exclude or flag it."
H0114,heldout,leakage,56,medium,Held-out row has 1 training duplicate partner(s): T0998,leakage_type=near_reviewed_accepted; duplicate_ref=N0094; max_similarity=0.9791,should_fix,"Held-out evaluation row is recoverable from training duplicate evidence, so leakage-aware scoring should exclude or flag it."
H0507,heldout,leakage,57,medium,Held-out row has 1 training duplicate partner(s): T4417,leakage_type=near_reviewed_accepted; duplicate_ref=N0327; max_similarity=0.9781,should_fix,"Held-out evaluation row is recoverable from training duplicate evidence, so leakage-aware scoring should exclude or flag it."
H0022,heldout,leakage,58,medium,Held-out row has 1 training duplicate partner(s): T1646,leakage_type=near_reviewed_accepted; duplicate_ref=N0016; max_similarity=0.9779,should_fix,"Held-out evaluation row is recoverable from training duplicate evidence, so leakage-aware scoring should exclude or flag it."
H0853,heldout,leakage,59,medium,Held-out row has 1 training duplicate partner(s): T0501,leakage_type=near_reviewed_accepted; duplicate_ref=N0093; max_similarity=0.9744,should_fix,"Held-out evaluation row is recoverable from training duplicate evidence, so leakage-aware scoring should exclude or flag it."
H0959,heldout,leakage,60,medium,Held-out row has 1 training duplicate partner(s): T2628,leakage_type=near_reviewed_accepted; duplicate_ref=N0380; max_similarity=0.9588,should_fix,"Held-out evaluation row is recoverable from training duplicate evidence, so leakage-aware scoring should exclude or flag it."
H0031,heldout,leakage,61,medium,Held-out row has 1 training duplicate partner(s): T0488,leakage_type=near_reviewed_accepted; duplicate_ref=N0023; max_similarity=0.9227,should_fix,"Held-out evaluation row is recoverable from training duplicate evidence, so leakage-aware scoring should exclude or flag it."
H0152,heldout,leakage,62,medium,Held-out row has 1 training duplicate partner(s): T0488,leakage_type=near_reviewed_accepted; duplicate_ref=N0091; max_similarity=0.9227,should_fix,"Held-out evaluation row is recoverable from training duplicate evidence, so leakage-aware scoring should exclude or flag it."
H0727,heldout,leakage,63,medium,Held-out row has 1 training duplicate partner(s): T0488,leakage_type=near_reviewed_accepted; duplicate_ref=N0092; max_similarity=0.9227,should_fix,"Held-out evaluation row is recoverable from training duplicate evidence, so leakage-aware scoring should exclude or flag it."
T0266,train,exact_duplicate,64,high,Exact duplicate cluster E0049 of size 3 after lowercase and whitespace normalization; splits=heldout|train,member_ids=T0266|H0548|T4368; cross_split=True; label_conflict=False,rebuild_split_by_cluster,"Cross-split exact duplicate: a held-out row is byte-identical to training text, so evaluation should rebuild the split by cluster."
H0009,heldout,exact_duplicate,65,high,Exact duplicate cluster E0009 of size 2 after lowercase and whitespace normalization; splits=heldout|train,member_ids=H0009|T3705; cross_split=True; label_conflict=False,rebuild_split_by_cluster,"Cross-split exact duplicate: a held-out row is byte-identical to training text, so evaluation should rebuild the split by cluster."
T0683,train,exact_duplicate,66,high,Exact duplicate cluster E0091 of size 2 after lowercase and whitespace normalization; splits=heldout|train,member_ids=T0683|H0909; cross_split=True; label_conflict=False,rebuild_split_by_cluster,"Cross-split exact duplicate: a held-out row is byte-identical to training text, so evaluation should rebuild the split by cluster."
T1319,train,exact_duplicate,67,high,Exact duplicate cluster E0164 of size 2 after lowercase and whitespace normalization; splits=heldout|train,member_ids=T1319|H0412; cross_split=True; label_conflict=False,rebuild_split_by_cluster,"Cross-split exact duplicate: a held-out row is byte-identical to training text, so evaluation should rebuild the split by cluster."
H0922,heldout,exact_duplicate,68,high,Exact duplicate cluster E0285 of size 2 after lowercase and whitespace normalization; splits=heldout|train,member_ids=H0922|T4292; cross_split=True; label_conflict=False,rebuild_split_by_cluster,"Cross-split exact duplicate: a held-out row is byte-identical to training text, so evaluation should rebuild the split by cluster."
T0069,train,exact_duplicate,69,high,Exact duplicate cluster E0014 of size 30 after lowercase and whitespace normalization; splits=train,member_ids=T0069|T0188|T0283|T0367|T0569|T0623|T0915|T0933|T1194|T1277|T1526|T1586|T1591|T1911|T1965|T2024|T2028|T2029|T2128|T2699|T2714|T2850|T2900|T3321|T3358|T3373|T4158|T4338|T4366|T4448; cross_split=False; label_...,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0049,heldout,exact_duplicate,70,high,Exact duplicate cluster E0047 of size 12 after lowercase and whitespace normalization; splits=heldout,member_ids=H0049|H0147|H0252|H0347|H0387|H0459|H0518|H0717|H0791|H0923|H0979|H1079; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1032,train,exact_duplicate,71,high,Exact duplicate cluster E0132 of size 10 after lowercase and whitespace normalization; splits=train,member_ids=T1032|T1065|T1146|T1192|T1364|T1858|T2017|T2137|T2539|T3892; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0161,train,exact_duplicate,72,high,Exact duplicate cluster E0028 of size 4 after lowercase and whitespace normalization; splits=train,member_ids=T0161|T0811|T3230|T3252; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0211,train,exact_duplicate,73,high,Exact duplicate cluster E0039 of size 4 after lowercase and whitespace normalization; splits=train,member_ids=T0211|T1136|T1214|T2184; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0415,train,exact_duplicate,74,high,Exact duplicate cluster E0067 of size 4 after lowercase and whitespace normalization; splits=train,member_ids=T0415|T0634|T1000|T4196; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1181,train,exact_duplicate,75,high,Exact duplicate cluster E0146 of size 4 after lowercase and whitespace normalization; splits=train,member_ids=T1181|T1428|T2394|T3653; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1493,train,exact_duplicate,76,high,Exact duplicate cluster E0183 of size 4 after lowercase and whitespace normalization; splits=train,member_ids=T1493|T2031|T2223|T2266; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1545,train,exact_duplicate,77,high,Exact duplicate cluster E0187 of size 4 after lowercase and whitespace normalization; splits=train,member_ids=T1545|T2453|T3609|T4284; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T1747,train,exact_duplicate,78,high,Exact duplicate cluster E0202 of size 4 after lowercase and whitespace normalization; splits=train,member_ids=T1747|T2818|T3086|T3231; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T2088,train,exact_duplicate,79,high,Exact duplicate cluster E0229 of size 4 after lowercase and whitespace normalization; splits=train,member_ids=T2088|T2161|T3132|T4155; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0008,train,exact_duplicate,80,high,Exact duplicate cluster E0002 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T0008|T0089|T0131; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0039,train,exact_duplicate,81,high,Exact duplicate cluster E0007 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T0039|T0271|T1590; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0049,train,exact_duplicate,82,high,Exact duplicate cluster E0008 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T0049|T0401|T1838; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0072,train,exact_duplicate,83,high,Exact duplicate cluster E0015 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T0072|T0538|T1883; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0099,train,exact_duplicate,84,high,Exact duplicate cluster E0021 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T0099|T0176|T0916; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0118,train,exact_duplicate,85,high,Exact duplicate cluster E0024 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T0118|T3282|T4074; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0155,train,exact_duplicate,86,high,Exact duplicate cluster E0027 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T0155|T2126|T3043; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0031,heldout,exact_duplicate,87,high,Exact duplicate cluster E0030 of size 3 after lowercase and whitespace normalization; splits=heldout,member_ids=H0031|H0152|H0727; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0167,train,exact_duplicate,88,high,Exact duplicate cluster E0031 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T0167|T0535|T3725; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0040,heldout,exact_duplicate,89,high,Exact duplicate cluster E0035 of size 3 after lowercase and whitespace normalization; splits=heldout,member_ids=H0040|H0223|H0975; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0230,train,exact_duplicate,90,high,Exact duplicate cluster E0042 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T0230|T1506|T3459; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0238,train,exact_duplicate,91,high,Exact duplicate cluster E0043 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T0238|T1877|T3415; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0247,train,exact_duplicate,92,high,Exact duplicate cluster E0045 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T0247|T0781|T2204; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0259,train,exact_duplicate,93,high,Exact duplicate cluster E0048 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T0259|T1265|T3145; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0282,train,exact_duplicate,94,high,Exact duplicate cluster E0050 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T0282|T0628|T4432; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0352,train,exact_duplicate,95,high,Exact duplicate cluster E0057 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T0352|T2293|T2804; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0355,train,exact_duplicate,96,high,Exact duplicate cluster E0058 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T0355|T1588|T4083; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0374,train,exact_duplicate,97,high,Exact duplicate cluster E0061 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T0374|T1429|T2420; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0086,heldout,exact_duplicate,98,high,Exact duplicate cluster E0062 of size 3 after lowercase and whitespace normalization; splits=heldout,member_ids=H0086|H0460|H0780; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0410,train,exact_duplicate,99,high,Exact duplicate cluster E0065 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T0410|T1173|T1379; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0416,train,exact_duplicate,100,high,Exact duplicate cluster E0068 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T0416|T1774|T4187; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0436,train,exact_duplicate,101,high,Exact duplicate cluster E0071 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T0436|T2488|T4381; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0442,train,exact_duplicate,102,high,Exact duplicate cluster E0072 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T0442|T1012|T3858; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T0483,train,exact_duplicate,103,high,Exact duplicate cluster E0073 of size 3 after lowercase and whitespace normalization; splits=train,member_ids=T0483|T2734|T3715; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0117,heldout,exact_duplicate,104,high,Exact duplicate cluster E0077 of size 3 after lowercase and whitespace normalization; splits=heldout,member_ids=H0117|H0395|H0749; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
