pair_id,reason_code,id_a,id_b,split_a,split_b,label_a,label_b,uci_row_number_a,uci_row_number_b,word_cosine,char_cosine,max_cosine,primary_matcher,cross_split,label_conflict,above_protocol_threshold,text_a,text_b,source_script,method_version,review_decision,review_category,reviewer,review_notes,recommended_action,confidence,review_version
N0033,very_high_similarity_template_review_needed,T0218,H0738,train,heldout,spam,spam,260,3802,0.9822537008303592,0.9957873344954142,0.9957873344954142,char,True,False,True,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,scripts/audit_duplicates.py,duplicate-audit-v1.0,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high,near-duplicate-review-v1.3-manual-ledger
N0251,very_high_similarity_template_review_needed,H0378,T4156,heldout,train,spam,spam,1905,5192,0.9868148682100556,0.9943383372322006,0.9943383372322006,char,True,False,True,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,scripts/audit_duplicates.py,duplicate-audit-v1.0,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high,near-duplicate-review-v1.3-manual-ledger
N0364,very_high_similarity_template_review_needed,H0610,T4156,heldout,train,spam,spam,3124,5192,0.9868148682100556,0.9943383372322006,0.9943383372322006,char,True,False,True,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,scripts/audit_duplicates.py,duplicate-audit-v1.0,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high,near-duplicate-review-v1.3-manual-ledger
N0154,high_token_overlap_review_needed,T0885,H0311,train,heldout,spam,spam,1092,1599,0.9917365624949894,0.9518672494859892,0.9917365624949894,word,True,False,True,WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm ,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,scripts/audit_duplicates.py,duplicate-audit-v1.0,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high,near-duplicate-review-v1.3-manual-ledger
N0156,high_token_overlap_review_needed,T0885,H0945,train,heldout,spam,spam,1092,4760,0.9917365624949894,0.9518672494859892,0.9917365624949894,word,True,False,True,WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm ,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,scripts/audit_duplicates.py,duplicate-audit-v1.0,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high,near-duplicate-review-v1.3-manual-ledger
N0398,very_high_similarity_template_review_needed,T2901,H0867,train,heldout,spam,spam,3596,4387,0.9777924515208064,0.9854838705662544,0.9854838705662544,char,True,False,True,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,scripts/audit_duplicates.py,duplicate-audit-v1.0,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high,near-duplicate-review-v1.3-manual-ledger
N0160,same_character_template_minor_format_change,H0215,T2812,heldout,train,spam,spam,1123,3484,0.8699142566403876,0.9849674248536204,0.9849674248536204,char,True,False,True,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,scripts/audit_duplicates.py,duplicate-audit-v1.0,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high,near-duplicate-review-v1.3-manual-ledger
N0129,same_words_possible_entity_or_number_change,H0168,T1285,heldout,train,spam,spam,869,1595,0.9828757358277002,0.922508097850496,0.9828757358277002,word,True,False,True,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,scripts/audit_duplicates.py,duplicate-audit-v1.0,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high,near-duplicate-review-v1.3-manual-ledger
N0260,same_words_possible_entity_or_number_change,T1548,H0767,train,heldout,spam,spam,1930,3898,0.9804405165275172,0.9307880461228616,0.9804405165275172,word,True,False,True,Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,scripts/audit_duplicates.py,duplicate-audit-v1.0,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high,near-duplicate-review-v1.3-manual-ledger
N0094,high_token_overlap_review_needed,H0114,T0998,heldout,train,ham,ham,625,1233,0.9791172707008864,0.8268631012320333,0.9791172707008864,word,True,False,True,"sorry, no, have got few things to do. may be in pub later.",have got * few things to do. may be in * pub later.,scripts/audit_duplicates.py,duplicate-audit-v1.0,accepted,minor_personalization_change,Codex-assisted manual review,"Same specific ham message with only a name, addressee, punctuation, casing, or small wording detail changed.",treat_as_near_duplicate_leakage_candidate,medium,near-duplicate-review-v1.3-manual-ledger
N0132,high_token_overlap_review_needed,T0710,H0373,train,heldout,spam,spam,880,1881,0.978345534729327,0.9433633913259932,0.978345534729327,word,True,False,True,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,scripts/audit_duplicates.py,duplicate-audit-v1.0,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high,near-duplicate-review-v1.3-manual-ledger
N0327,generic_short_text_review_needed,H0507,T4417,heldout,train,ham,ham,2569,5523,0.978107304010672,0.9157847211631076,0.978107304010672,word,True,False,True,I dont want to hear anything,No. I dont want to hear anything,scripts/audit_duplicates.py,duplicate-audit-v1.0,accepted,minor_personalization_change,Codex-assisted manual review,"Same specific ham message with only a name, addressee, punctuation, casing, or small wording detail changed.",treat_as_near_duplicate_leakage_candidate,medium,near-duplicate-review-v1.3-manual-ledger
N0016,generic_short_text_review_needed,H0022,T1646,heldout,train,ham,ham,143,2057,0.7219563638328468,0.977869301832662,0.977869301832662,char,True,False,True,"Sir, Waiting for your mail.","Sir, I am waiting for your mail.",scripts/audit_duplicates.py,duplicate-audit-v1.0,accepted,minor_personalization_change,Codex-assisted manual review,"Same specific ham message with only a name, addressee, punctuation, casing, or small wording detail changed.",treat_as_near_duplicate_leakage_candidate,medium,near-duplicate-review-v1.3-manual-ledger
N0087,high_token_overlap_review_needed,T0484,H0778,train,heldout,spam,spam,593,3964,0.9764913119777406,0.955268689850575,0.9764913119777406,word,True,False,True,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,"You have been specially selected to receive a ""3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo",scripts/audit_duplicates.py,duplicate-audit-v1.0,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high,near-duplicate-review-v1.3-manual-ledger
N0093,very_high_similarity_template_review_needed,T0501,H0853,train,heldout,ham,ham,613,4345,0.9744422997708552,0.9703310734909116,0.9744422997708552,word,True,False,True,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?,scripts/audit_duplicates.py,duplicate-audit-v1.0,accepted,minor_personalization_change,Codex-assisted manual review,"Same specific ham message with only a name, addressee, punctuation, casing, or small wording detail changed.",treat_as_near_duplicate_leakage_candidate,medium,near-duplicate-review-v1.3-manual-ledger
N0012,threshold_candidate_review_needed,H0019,T2655,heldout,train,spam,spam,124,3299,0.9737166827498036,0.9228681758588868,0.9737166827498036,word,True,False,True,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app ,scripts/audit_duplicates.py,duplicate-audit-v1.0,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high,near-duplicate-review-v1.3-manual-ledger
N0221,high_token_overlap_review_needed,H0311,T4223,heldout,train,spam,spam,1599,5281,0.9388886840529624,0.9728453920259112,0.9728453920259112,char,True,False,True,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,scripts/audit_duplicates.py,duplicate-audit-v1.0,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high,near-duplicate-review-v1.3-manual-ledger
N0439,high_token_overlap_review_needed,H0945,T4223,heldout,train,spam,spam,4760,5281,0.9388886840529624,0.9728453920259112,0.9728453920259112,char,True,False,True,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,scripts/audit_duplicates.py,duplicate-audit-v1.0,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high,near-duplicate-review-v1.3-manual-ledger
N0217,very_high_similarity_template_review_needed,T1269,H1003,train,heldout,spam,spam,1574,5028,0.9716129274751936,0.961204441582854,0.9716129274751936,word,True,False,True,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,scripts/audit_duplicates.py,duplicate-audit-v1.0,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high,near-duplicate-review-v1.3-manual-ledger
N0444,threshold_candidate_review_needed,H0973,T4035,heldout,train,spam,spam,4878,5042,0.9657474259165536,0.7297035910161568,0.9657474259165536,word,True,False,True,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,scripts/audit_duplicates.py,duplicate-audit-v1.0,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high,near-duplicate-review-v1.3-manual-ledger
N0406,high_token_overlap_review_needed,T3075,H1063,train,heldout,spam,spam,3820,5297,0.9652591568715388,0.7327372600685135,0.9652591568715388,word,True,False,True,74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC,XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription ,scripts/audit_duplicates.py,duplicate-audit-v1.0,accepted,same_spam_campaign_template,Codex-assisted manual review,"Same spam campaign/template with changed phone numbers, URLs, reference IDs, amounts, dates, names, formatting, casing, or minor wording.",treat_as_near_duplicate_leakage_candidate,high,near-duplicate-review-v1.3-manual-ledger
