id,split,uci_row_number,text,label
T0064,train,74,K..k:)where are you?how did you performed?,ham
H0011,heldout,75,U can call me now...,ham
H0012,heldout,76,I am waiting machan. Call me once you free.,ham
T0065,train,77,Thats cool. i am a gentleman and will treat you with dignity and respect.,ham
T0066,train,78,I like you peoples very much:) but am very shy pa.,ham
T0067,train,79,Does not operate after  &lt;#&gt;  or what,ham
T0068,train,80,Its not the same here. Still looking for a job. How much do Ta's earn there.,ham
T0069,train,81,"Sorry, I'll call later",ham
T0070,train,82,K. Did you call me just now ah? ,ham
T0071,train,83,Ok i am on the way to home hi hi,ham
T0072,train,84,You will be in the place of that man,ham
T0073,train,85,Yup next stop.,ham
T0074,train,86,"I call you later, don't have network. If urgnt, sms me.",ham
T0075,train,87,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,ham
T0076,train,88,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,ham
T0077,train,89,I'm really not up to it still tonight babe,ham
T0078,train,90,"Ela kano.,il download, come wen ur free..",ham
T0079,train,91,Yeah do! Don‘t stand to close tho- you‘ll catch something!,ham
T0080,train,92,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. ,ham
H0013,heldout,93,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,ham
H0014,heldout,94,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,spam
T0081,train,95,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,ham
H0015,heldout,96,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",spam
T0082,train,97,Watching telugu movie..wat abt u?,ham
T0083,train,98,i see. When we finish we have loads of loans to pay,ham
T0084,train,99,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?""",ham
T0085,train,100,I see a cup of coffee animation,ham
T0086,train,101,Please don't text me anymore. I have nothing else to say.,ham
T0087,train,102,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,ham
T0088,train,103,I'm still looking for a car to buy. And have not gone 4the driving test yet.,ham
T0089,train,104,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,ham
H0016,heldout,105,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",ham
T0090,train,106,Umma my life and vava umma love you lot dear,ham
H0017,heldout,107,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,ham
T0091,train,108,"Aight, I'll hit you up when I get some cash",ham
T0092,train,109,How would my ip address test that considering my computer isn't a minecraft server,ham
T0093,train,110,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,ham
T0094,train,111,Dont worry. I guess he's busy.,ham
T0095,train,112,What is the plural of the noun research?,ham
T0096,train,113,Going for dinner.msg you after.,ham
T0097,train,114,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,ham
T0098,train,115,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,spam
H0018,heldout,116,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",ham
T0099,train,117,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",ham
T0100,train,118,You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,spam
T0101,train,119,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! ,ham
T0102,train,120,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,ham
T0103,train,121,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,spam
T0104,train,122,"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",spam
T0105,train,123,here is my new address -apples&pairs&all that malarky,ham
H0019,heldout,124,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,spam
T0106,train,125,I am going to sao mu today. Will be done only at 12 ,ham
T0107,train,126,Ü predict wat time ü'll finish buying?,ham
T0108,train,127,"Good stuff, will do.",ham
T0109,train,128,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",ham
T0110,train,129,Are you there in room.,ham
T0111,train,130,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,ham
H0020,heldout,131,K..k:)how much does it cost?,ham
T0112,train,132,I'm home.,ham
T0113,train,133,"Dear, will call Tmorrow.pls accomodate.",ham
T0114,train,134,First answer my question.,ham
T0115,train,135,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,spam
T0116,train,136,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,spam
H0021,heldout,137,I only haf msn. It's yijue@hotmail.com,ham
T0117,train,138,He is there. You call and meet him,ham
T0118,train,139,No no. I will check all rooms befor activities,ham
T0119,train,140,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,spam
T0120,train,141,Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...,ham
T0121,train,142,"K, text me when you're on the way",ham
H0022,heldout,143,"Sir, Waiting for your mail.",ham
T0122,train,144,"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8",ham
T0123,train,145,I know you are. Can you pls open the back?,ham
T0124,train,146,Yes see ya not on the dot,ham
H0023,heldout,147,Whats the staff name who is taking class for us?,ham
T0125,train,148,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",spam
T0126,train,149,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,ham
T0127,train,150,K..i deleted my contact that why?,ham
H0024,heldout,151,Sindu got job in birla soft ..,ham
T0128,train,152,The wine is flowing and i'm i have nevering..,ham
T0129,train,153,Yup i thk cine is better cos no need 2 go down 2 plaza mah.,ham
T0130,train,154,Ok... Ur typical reply...,ham
T0131,train,155,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,ham
T0132,train,156,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",ham
H0025,heldout,157,Aaooooright are you at work?,ham
T0133,train,158,I'm leaving my house now...,ham
T0134,train,159,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",ham
T0135,train,160,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,spam
T0136,train,161,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,spam
T0137,train,162,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,ham
T0138,train,163,New car and house for my parents.:)i have only new job in hand:),ham
T0139,train,164,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,ham
T0140,train,165,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,spam
T0141,train,166,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",spam
T0142,train,167,I place all ur points on e cultures module already.,ham
T0143,train,168,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,spam
T0144,train,169,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",ham
H0026,heldout,170,Great escape. I fancy the bridge but needs her lager. See you tomo ,ham
T0145,train,171,Yes :)it completely in out of form:)clark also utter waste.,ham
T0146,train,172,"Sir, I need AXIS BANK account no and bank address.",ham
T0147,train,173,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... ",ham
T0148,train,174,What time you coming down later? ,ham
T0149,train,175,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ",ham
T0150,train,176,"Well, i'm gonna finish my bath now. Have a good...fine night.",ham
T0151,train,177,Let me know when you've got the money so carlos can make the call,ham
T0152,train,178,U still going to the mall?,ham
T0153,train,179,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",ham
T0154,train,180,Text her. If she doesnt reply let me know so i can have her log in,ham
T0155,train,181,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,ham
T0156,train,182,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,ham
T0157,train,183,Lol no. U can trust me.,ham
T0158,train,184,ok. I am a gentleman and will treat you with dignity and respect.,ham
H0027,heldout,185,"He will, you guys close?",ham
T0159,train,186,Going on nothing great.bye,ham
T0160,train,187,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,ham
H0028,heldout,188,"Haha awesome, be there in a minute",ham
T0161,train,189,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,spam
H0029,heldout,190,Have you got Xmas radio times. If not i will get it now,ham
T0162,train,191,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,ham
H0030,heldout,192,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,spam
T0163,train,193,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,ham
T0164,train,194,Hi :)finally i completed the course:),ham
T0165,train,195,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,ham
T0166,train,196,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,ham
H0031,heldout,197,Gud mrng dear hav a nice day,ham
T0167,train,198,Did u got that persons story,ham
T0168,train,199,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? ,ham
T0169,train,200,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,ham
T0170,train,201,"Found it, ENC  &lt;#&gt; , where you at?",ham
T0171,train,202,I sent you  &lt;#&gt;  bucks,ham
T0172,train,203,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,ham
T0173,train,204,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,ham
T0174,train,205,Goodmorning sleeping ga.,ham
T0175,train,206,U call me alter at 11 ok.,ham
H0032,heldout,207,Ü say until like dat i dun buy ericsson oso cannot oredi lar...,ham
T0176,train,208,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",ham
T0177,train,209,"Aight yo, dats straight dogg",ham
T0178,train,210,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,ham
T0179,train,211,Both :) i shoot big loads so get ready!,ham
T0180,train,212,"What's up bruv, hope you had a great break. Do have a rewarding semester.",ham
T0181,train,213,Home so we can always chat,ham
T0182,train,214,K:)k:)good:)study well.,ham
H0033,heldout,215,Yup... How ü noe leh...,ham
H0034,heldout,216,Sounds great! Are you home now?,ham
T0183,train,217,Finally the match heading towards draw as your prediction.,ham
T0184,train,218,Tired. I haven't slept well the past few nights.,ham
T0185,train,219,Easy ah?sen got selected means its good..,ham
T0186,train,220,I have to take exam with march 3,ham
T0187,train,221,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,ham
H0035,heldout,222,Ok no prob. Take ur time.,ham
H0036,heldout,223,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,ham
T0188,train,224,"Sorry, I'll call later",ham
T0189,train,225,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,ham
T0190,train,226,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",spam
T0191,train,227,Would really appreciate if you call me. Just need someone to talk to.,ham
T0192,train,228,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",spam
H0037,heldout,229,Hey company elama po mudyadhu.,ham
T0193,train,230,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",ham
T0194,train,231,Dear good morning now only i am up,ham
T0195,train,232,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,ham
T0196,train,233,Dear we are going to our rubber place,ham
T0197,train,234,"Sorry battery died, yeah I'm here",ham
H0038,heldout,235,Yes:)here tv is always available in work place..,ham
H0039,heldout,236,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,spam
T0198,train,237,I have printed it oh. So  &lt;#&gt;  come upstairs,ham
T0199,train,238,Or ill be a little closer like at the bus stop on the same street,ham
T0200,train,239,Where are you?when wil you reach here?,ham
H0040,heldout,240,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",ham
T0201,train,241,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,spam
T0202,train,242,Tomarrow final hearing on my laptop case so i cant.,ham
T0203,train,243,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,ham
H0041,heldout,244,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",ham
T0204,train,245,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",ham
H0042,heldout,246,U don't remember that old commercial?,ham
T0205,train,247,Too late. I said i have the website. I didn't i have or dont have the slippers,ham
T0206,train,248,I asked you to call him now ok,ham
T0207,train,249,Kallis wont bat in 2nd innings.,ham
T0208,train,250,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,ham
T0209,train,251,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,spam
T0210,train,252,Ranjith cal drpd Deeraj and deepak 5min hold,ham
T0211,train,253,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",ham
T0212,train,254,What you doing?how are you?,ham
T0213,train,255,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",ham
T0214,train,256,"I'm back, lemme know when you're ready",ham
T0215,train,257,Don't necessarily expect it to be done before you get back though because I'm just now headin out,ham
T0216,train,258,Mmm so yummy babe ... Nice jolt to the suzy,ham
T0217,train,259,Where are you lover ? I need you ...,ham
T0218,train,260,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,spam
T0219,train,261,I‘m parked next to a MINI!!!! When are you coming in today do you think?,ham
T0220,train,262,Yup,ham
T0221,train,263,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,ham
T0222,train,264,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,ham
T0223,train,265,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,spam
T0224,train,266,Why you Dint come with us.,ham
H0043,heldout,267,Same. Wana plan a trip sometme then,ham
T0225,train,268,"Not sure yet, still trying to get a hold of him",ham
T0226,train,269,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,spam
T0227,train,270,The evo. I just had to download flash. Jealous?,ham
H0044,heldout,271,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,spam
T0228,train,272,"Come to mu, we're sorting out our narcotics situation",ham
T0229,train,273,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",ham
T0230,train,274,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,spam
T0231,train,275,"Usf I guess, might as well take 1 car",ham
T0232,train,276,No objection. My bf not coming.,ham
T0233,train,277,Thanx...,ham
T0234,train,278,Tell rob to mack his gf in the theater,ham
H0045,heldout,279,"Awesome, I'll see you in a bit",ham
T0235,train,280,Just sent it. So what type of food do you like?,ham
T0236,train,281,All done? All handed in? Celebrations in full swing yet?,ham
T0237,train,282,You got called a tool?,ham
H0046,heldout,283,"""Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch"" gdeve..",ham
H0047,heldout,284,Ok. I asked for money how far,ham
T0238,train,285,Okie...,ham
T0239,train,286,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",ham
T0240,train,287,"K, I might come by tonight then if my class lets out early",ham
T0241,train,288,Ok..,ham
T0242,train,289,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,ham
H0048,heldout,290,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",ham
T0243,train,291,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",ham
T0244,train,292,Hey you told your name to gautham ah?,ham
T0245,train,293,Haf u found him? I feel so stupid da v cam was working.,ham
T0246,train,294,Oops. 4 got that bit.,ham
T0247,train,295,Are you this much buzy,ham
T0248,train,296,I accidentally deleted the message. Resend please.,ham
T0249,train,297,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,spam
T0250,train,298,Unless it's a situation where YOU GO GURL would be more appropriate,ham
T0251,train,299,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,ham
H0049,heldout,300,I cant pick the phone right now. Pls send a message,ham
H0050,heldout,301,Need a coffee run tomo?Can't believe it's that time of week already,ham
T0252,train,302,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",ham
H0051,heldout,303,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",ham
T0253,train,304,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,ham
T0254,train,305,He is a womdarfull actor,ham
T0255,train,306,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",spam
T0256,train,307,Yup... From what i remb... I think should be can book... ,ham
H0052,heldout,308,Jos ask if u wana meet up?,ham
