id,split,uci_row_number,label,text,word_p_spam,word_pred,char_p_spam,char_pred,prediction_source,mean_p_spam,opposite_model_score,word_model_opposes,char_model_opposes,models_agree_opposite,opposite_neighbor_fraction,closest_opposite_id,closest_opposite_label,closest_opposite_similarity,neighbor_signal_opposes,automated_signal_count,neighbor_ids,neighbor_labels,neighbor_similarities
T0020,train,20,spam,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+",0.5438913513504202,spam,0.5997500873438352,spam,5-fold-oof,0.5718207193471276,0.42817928065287236,False,False,False,0.0,,,0.0,False,0,T3277|T0346|T2281|T1729|H0214,spam|spam|spam|spam|spam,0.3284|0.2703|0.2675|0.2534|0.2159
H0001,heldout,21,ham,Is that seriously how you spell his name?,0.0089959010905894,ham,0.0166194867595867,ham,fit-all-train,0.01280769392508805,0.01280769392508805,False,False,False,0.0,,,0.0,False,0,T4312|T1028|T2832|T3583|T0018,ham|ham|ham|ham|ham,0.4807|0.3379|0.2938|0.2915|0.2846
T0021,train,22,ham,I‘m going to try for 2 months ha ha only joking,0.0475909380936651,ham,0.0455310670476427,ham,5-fold-oof,0.0465610025706539,0.0465610025706539,False,False,False,0.0,,,0.0,False,0,T1736|T4312|T0002|T3597|T2221,ham|ham|ham|ham|ham,0.3026|0.2408|0.2327|0.2294|0.2044
T0022,train,23,ham,So ü pay first lar... Then when is da stock comin...,0.0077329405172944,ham,0.0071232446610086,ham,5-fold-oof,0.0074280925891515,0.0074280925891515,False,False,False,0.0,,,0.0,False,0,T1979|H0275|T2745|T1966|T0573,ham|ham|ham|ham|ham,0.3126|0.3043|0.2717|0.2703|0.2617
T0023,train,24,ham,Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?,0.008465045667112,ham,0.0061511935932427,ham,5-fold-oof,0.00730811963017735,0.00730811963017735,False,False,False,0.0,,,0.0,False,0,H0594|T0907|T3709|T3303|H0072,ham|ham|ham|ham|ham,0.5588|0.4361|0.4351|0.4149|0.3607
H0002,heldout,25,ham,Ffffffffff. Alright no way I can meet up with you sooner?,0.0175882642478727,ham,0.0078929294404311,ham,fit-all-train,0.012740596844151901,0.012740596844151901,False,False,False,0.0,,,0.0,False,0,H0381|T1872|T3568|T3909|T0343,ham|ham|ham|ham|ham,0.4843|0.2231|0.2221|0.2081|0.2067
T0024,train,26,ham,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol,0.0208119073106993,ham,0.0102954490134713,ham,5-fold-oof,0.015553678162085301,0.015553678162085301,False,False,False,0.0,,,0.0,False,0,H0281|T1534|H0194|T0645|T1133,ham|ham|ham|ham|ham,0.2931|0.2558|0.2355|0.2273|0.2101
H0003,heldout,27,ham,Lol your always so convincing.,0.0231022504126805,ham,0.0189803377075416,ham,fit-all-train,0.02104129406011105,0.02104129406011105,False,False,False,0.0,,,0.0,False,0,T0181|T0595|T1190|T0655|T2767,ham|ham|ham|ham|ham,0.3365|0.3051|0.2391|0.2253|0.2240
T0025,train,28,ham,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,0.010155058364776,ham,0.0133316479380877,ham,5-fold-oof,0.011743353151431851,0.011743353151431851,False,False,False,0.0,,,0.0,False,0,T3083|H1105|T0837|T0217|T0594,ham|ham|ham|ham|ham,0.3254|0.2582|0.2564|0.2419|0.2388
T0026,train,29,ham,"I'm back &amp; we're packing the car now, I'll let you know if there's room",0.0153859286018029,ham,0.0046621123380561,ham,5-fold-oof,0.0100240204699295,0.0100240204699295,False,False,False,0.0,,,0.0,False,0,H0345|T2388|T1561|H0958|T0033,ham|ham|ham|ham|ham,0.3323|0.2841|0.2744|0.2573|0.2539
T0027,train,30,ham,Ahhh. Work. I vaguely remember that! What does it feel like? Lol,0.0071869513001572,ham,0.0106346504669701,ham,5-fold-oof,0.00891080088356365,0.00891080088356365,False,False,False,0.0,,,0.0,False,0,T3505|T1237|T2465|T3243|H0481,ham|ham|ham|ham|ham,0.3453|0.3398|0.2975|0.2816|0.2662
T0028,train,31,ham,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us",0.018064826452538,ham,0.0140241593589442,ham,5-fold-oof,0.0160444929057411,0.0160444929057411,False,False,False,0.0,,,0.0,False,0,T3431|T3031|T0864|H0522|T1854,ham|ham|ham|ham|ham,0.2804|0.2417|0.2407|0.2405|0.2389
T0029,train,32,ham,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? ,0.0051874944778915,ham,0.0058385412332997,ham,5-fold-oof,0.0055130178555956,0.0055130178555956,False,False,False,0.0,,,0.0,False,0,T2313|T2779|T1325|T1800|T0309,ham|ham|ham|ham|ham,0.1889|0.1876|0.1821|0.1768|0.1757
T0030,train,33,ham,K tell me anything about you.,0.0114266694025713,ham,0.0056275075735536,ham,5-fold-oof,0.00852708848806245,0.00852708848806245,False,False,False,0.0,,,0.0,False,0,T3595|T2899|T1979|T2353|T1895,ham|ham|ham|ham|ham,0.4934|0.4498|0.4244|0.4242|0.4139
T0031,train,34,ham,For fear of fainting with the of all that housework you just did? Quick have a cuppa,0.0432793383316826,ham,0.0280350020926022,ham,5-fold-oof,0.0356571702121424,0.0356571702121424,False,False,False,0.0,,,0.0,False,0,H0600|T2806|T2318|T4321|T2913,ham|ham|ham|ham|ham,0.2300|0.2288|0.2250|0.2236|0.2170
H0004,heldout,35,spam,Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,0.7556825923997933,spam,0.9218573014226074,spam,fit-all-train,0.8387699469112003,0.16123005308879967,False,False,False,0.0,,,0.0,False,0,H0451|T1780|H0632|H0065|T3256,spam|spam|spam|spam|spam,0.3904|0.3886|0.3768|0.3645|0.3642
T0032,train,36,ham,Yup... Ok i go home look at the timings then i msg ü again... Xuhui going to learn on 2nd may too but her lesson is at 8am,0.0109925406028449,ham,0.0044584873127949,ham,5-fold-oof,0.0077255139578199,0.0077255139578199,False,False,False,0.0,,,0.0,False,0,T2016|T2840|H0033|T3984|T3042,ham|ham|ham|ham|ham,0.3334|0.2487|0.2431|0.2420|0.2381
T0033,train,37,ham,"Oops, I'll let you know when my roommate's done",0.0104743252196586,ham,0.0074078699132608,ham,5-fold-oof,0.0089410975664597,0.0089410975664597,False,False,False,0.0,,,0.0,False,0,H0356|T1817|T1498|T0055|T2916,ham|ham|ham|ham|ham,0.4219|0.4085|0.3339|0.2987|0.2964
T0034,train,38,ham,I see the letter B on my car,0.0205563830792582,ham,0.0153150232381218,ham,5-fold-oof,0.017935703158690003,0.017935703158690003,False,False,False,0.0,,,0.0,False,0,T4263|T1828|T1479|T3587|T2261,ham|ham|ham|ham|ham,0.3541|0.2355|0.2313|0.2205|0.2158
H0005,heldout,39,ham,Anything lor... U decide...,0.0161552375108198,ham,0.0029843750548382,ham,fit-all-train,0.009569806282829,0.009569806282829,False,False,False,0.0,,,0.0,False,0,T2899|T3595|T3396|T1979|T2106,ham|ham|ham|ham|ham,0.7065|0.5420|0.5291|0.4623|0.4587
T0035,train,40,ham,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!,0.0151973110077879,ham,0.0146796544475982,ham,5-fold-oof,0.014938482727693051,0.014938482727693051,False,False,False,0.0,,,0.0,False,0,H0005|T3595|T3617|T3951|T2899,ham|ham|ham|ham|ham,0.3017|0.2966|0.2811|0.2811|0.2704
T0036,train,41,ham,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola,0.0366198634900649,ham,0.0360510281044702,ham,5-fold-oof,0.03633544579726755,0.03633544579726755,False,False,False,0.0,,,0.0,False,0,H0888|T2951|T1105|T0561|T3854,ham|ham|ham|ham|ham,0.4067|0.3446|0.3380|0.3034|0.2849
T0037,train,42,ham,"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy",0.025025831594899,ham,0.0121303871906702,ham,5-fold-oof,0.0185781093927846,0.0185781093927846,False,False,False,0.0,,,0.0,False,0,T1652|T2983|T0217|T0463|T0216,ham|ham|ham|ham|ham,0.3485|0.3259|0.3079|0.2999|0.2958
T0038,train,43,spam,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,0.9603437907785928,spam,0.9793831611377356,spam,5-fold-oof,0.9698634759581641,0.030136524041835866,False,False,False,0.0,,,0.0,False,0,T2627|T3290|T2145|T3218|T2901,spam|spam|spam|spam|spam,0.5853|0.5560|0.5387|0.5346|0.5261
H0006,heldout,44,ham,WHO ARE YOU SEEING?,0.0425688918684962,ham,0.0414409256885321,ham,fit-all-train,0.04200490877851415,0.04200490877851415,False,False,False,0.0,,,0.0,False,0,H0813|T2577|H0374|T0700|H0892,ham|ham|ham|ham|ham,0.4562|0.3226|0.3004|0.2846|0.2743
H0007,heldout,45,ham,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...,0.0061148817304398,ham,0.005050549575446,ham,fit-all-train,0.0055827156529429,0.0055827156529429,False,False,False,0.0,,,0.0,False,0,T2187|T2439|T0487|H0812|T4125,ham|ham|ham|ham|ham,0.4649|0.3488|0.3188|0.2945|0.2676
T0039,train,46,ham,No calls..messages..missed calls,0.0815979417118992,ham,0.090781492244431,ham,5-fold-oof,0.0861897169781651,0.0861897169781651,False,False,False,0.19256261217050202,T3390,spam,0.22219414032209883,False,0,T3239|T2522|T3390|T4070|T1892,ham|ham|spam|ham|ham,0.2677|0.2555|0.2222|0.2048|0.2037
T0040,train,47,ham,Didn't you get hep b immunisation in nigeria.,0.0205071089613507,ham,0.0287642734649563,ham,5-fold-oof,0.0246356912131535,0.0246356912131535,False,False,False,0.0,,,0.0,False,0,T1643|H1006|T4443|H0535|H0957,ham|ham|ham|ham|ham,0.3493|0.2746|0.2712|0.2414|0.2345
H0008,heldout,48,ham,"Fair enough, anything going on?",0.0271407243147886,ham,0.009936660475351,ham,fit-all-train,0.0185386923950698,0.0185386923950698,False,False,False,0.0,,,0.0,False,0,T3595|T2899|T1979|T2353|H1056,ham|ham|ham|ham|ham,0.3553|0.3239|0.3057|0.3001|0.2988
T0041,train,49,ham,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit",0.0083809920111521,ham,0.0063949708261254,ham,5-fold-oof,0.0073879814186387505,0.0073879814186387505,False,False,False,0.0,,,0.0,False,0,T2493|T4336|T2550|T3493|T3647,ham|ham|ham|ham|ham,0.3216|0.3129|0.2455|0.2443|0.2395
T0042,train,50,ham,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,0.0253627356175669,ham,0.0180728071939948,ham,5-fold-oof,0.02171777140578085,0.02171777140578085,False,False,False,0.0,,,0.0,False,0,T3421|T3394|T3654|T3803|T0763,ham|ham|ham|ham|ham,0.3581|0.3505|0.3209|0.3209|0.2688
T0043,train,51,ham,What you thinked about me. First time you saw me in class.,0.010895012792196,ham,0.0089746756226504,ham,5-fold-oof,0.0099348442074232,0.0099348442074232,False,False,False,0.0,,,0.0,False,0,H0227|T2351|T1450|T4329|T1266,ham|ham|ham|ham|ham,0.3732|0.3521|0.3382|0.3040|0.2919
T0044,train,52,ham,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;",0.0127980049338207,ham,0.0127602322414782,ham,5-fold-oof,0.012779118587649449,0.012779118587649449,False,False,False,0.0,,,0.0,False,0,H0282|H0812|T2567|H0688|T0359,ham|ham|ham|ham|ham,0.3706|0.3379|0.2998|0.2927|0.2872
T0045,train,53,ham,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,0.0171559571638843,ham,0.0127332430362825,ham,5-fold-oof,0.0149446001000834,0.0149446001000834,False,False,False,0.0,,,0.0,False,0,T3195|T0240|T0987|H0822|H0346,ham|ham|ham|ham|ham,0.3048|0.2712|0.2695|0.2671|0.2671
T0046,train,54,ham,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.",0.0104513245581623,ham,0.011454778059242,ham,5-fold-oof,0.01095305130870215,0.01095305130870215,False,False,False,0.0,,,0.0,False,0,T1497|H0401|T2942|T3898|T4109,ham|ham|ham|ham|ham,0.3045|0.2768|0.2196|0.1944|0.1887
T0047,train,55,spam,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,0.6221823535326615,spam,0.3488636676553232,ham,5-fold-oof,0.48552301059399233,0.5144769894060077,False,True,False,1.0,T2456,ham,0.3432817801469832,True,2,T2456|T1066|T3413|H0826|T1688,ham|ham|ham|ham|ham,0.3433|0.2726|0.2511|0.2464|0.2174
T0048,train,56,ham,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,0.0306592346147269,ham,0.0128919445122674,ham,5-fold-oof,0.02177558956349715,0.02177558956349715,False,False,False,0.0,,,0.0,False,0,H0468|H0546|H0601|T1318|T0936,ham|ham|ham|ham|ham,0.4337|0.4337|0.3337|0.2861|0.2704
T0049,train,57,spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",0.7033097773835123,spam,0.810848918634668,spam,5-fold-oof,0.7570793480090902,0.24292065199090984,False,False,False,0.0,,,0.0,False,0,T3480|T3622|H1033|H0508|T0795,spam|spam|spam|spam|spam,0.2259|0.2259|0.1853|0.1853|0.1437
H0009,heldout,58,ham,"Sorry, I'll call later in meeting.",0.0105802791739651,ham,0.0072235892675267,ham,fit-all-train,0.008901934220745901,0.008901934220745901,False,False,False,0.0,,,0.0,False,0,T1821|T3367|T2535|T1277|T4338,ham|ham|ham|ham|ham,0.9293|0.9293|0.9176|0.7742|0.7742
T0050,train,59,ham,Tell where you reached,0.0169044974273009,ham,0.0129123341785759,ham,5-fold-oof,0.014908415802938401,0.014908415802938401,False,False,False,0.0,,,0.0,False,0,T3792|T1933|T4089|T3444|H0091,ham|ham|ham|ham|ham,0.5003|0.4833|0.4457|0.4301|0.4151
T0051,train,60,ham,Yes..gauti and sehwag out of odi series.,0.0361436704810602,ham,0.0443913278664304,ham,5-fold-oof,0.0402674991737453,0.0402674991737453,False,False,False,0.0,,,0.0,False,0,T0303|H0328|T1539|T2773|T4399,ham|ham|ham|ham|ham,0.1997|0.1916|0.1891|0.1867|0.1720
T0052,train,61,ham,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,0.0335137886929892,ham,0.0303088810716885,ham,5-fold-oof,0.031911334882338854,0.031911334882338854,False,False,False,0.20401670294886248,T2229,spam,0.2385537807941963,False,0,T1676|T2229|T0112|T1783|T2472,ham|spam|ham|ham|ham,0.2433|0.2386|0.2319|0.2310|0.2246
T0053,train,62,ham,Ha ha ha good joke. Girls are situation seekers.,0.042242949131035,ham,0.0463170503276531,ham,5-fold-oof,0.044279999729344044,0.044279999729344044,False,False,False,0.0,,,0.0,False,0,T0228|T0250|T3278|T0021|T3860,ham|ham|ham|ham|ham,0.2745|0.2709|0.2232|0.1855|0.1832
T0054,train,63,ham,Its a part of checking IQ,0.0305424784540466,ham,0.0213930790406699,ham,5-fold-oof,0.02596777874735825,0.02596777874735825,False,False,False,0.0,,,0.0,False,0,H0865|T3646|T0728|T2643|H1000,ham|ham|ham|ham|ham,0.4961|0.4013|0.4013|0.3357|0.3152
T0055,train,64,ham,"Sorry my roommates took forever, it ok if I come by now?",0.0079770416022445,ham,0.0099630992037105,ham,5-fold-oof,0.008970070402977499,0.008970070402977499,False,False,False,0.0,,,0.0,False,0,H0356|T0033|T1418|T1817|T3583,ham|ham|ham|ham|ham,0.4135|0.2987|0.2975|0.2771|0.2697
T0056,train,65,ham,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,0.009657948265602,ham,0.0182683652666457,ham,5-fold-oof,0.01396315676612385,0.01396315676612385,False,False,False,0.0,,,0.0,False,0,T3584|T0513|H0454|T1899|T1758,ham|ham|ham|ham|ham,0.3281|0.3181|0.2779|0.2184|0.2108
T0057,train,66,spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589",0.735576347990008,spam,0.8716327154727745,spam,5-fold-oof,0.8036045317313913,0.19639546826860865,False,False,False,0.0,,,0.0,False,0,T2757|T4193|T3248|T3189|T3880,spam|spam|spam|spam|spam,0.9229|0.3203|0.3203|0.2427|0.2427
H0010,heldout,67,ham,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",0.0700833027032833,ham,0.049600699696072,ham,fit-all-train,0.059842001199677655,0.059842001199677655,False,False,False,0.19193681831427215,T3409,spam,0.1527871081618135,False,0,T3860|T2536|T3049|T3409|H0552,ham|ham|ham|spam|ham,0.1859|0.1574|0.1538|0.1528|0.1461
T0058,train,68,spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",0.9787061097677464,spam,0.9019732588928768,spam,5-fold-oof,0.9403396843303116,0.059660315669688435,False,False,False,0.0,,,0.0,False,0,T3366|T0760|T3836|T2727|T2196,spam|spam|spam|spam|spam,0.1636|0.1619|0.1607|0.1526|0.1489
T0059,train,69,spam,"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!",0.0373456450974791,ham,0.0321746710896977,ham,5-fold-oof,0.0347601580935884,0.9652398419064117,True,True,True,1.0,T2587,ham,0.2874618955409902,False,2,T2587|H0276|T3555|H1006|H0166,ham|ham|ham|ham|ham,0.2875|0.1961|0.1773|0.1760|0.1693
T0060,train,70,ham,I plane to give on this month end.,0.1550446518892847,ham,0.0735442839542029,ham,5-fold-oof,0.1142944679217438,0.1142944679217438,False,False,False,0.0,,,0.0,False,0,T0679|T1906|H1022|T1537|T4336,ham|ham|ham|ham|ham,0.2510|0.2290|0.2205|0.2142|0.2114
T0061,train,71,ham,Wah lucky man... Then can save money... Hee...,0.0181638795667165,ham,0.0098436114367291,ham,5-fold-oof,0.0140037455017228,0.0140037455017228,False,False,False,0.0,,,0.0,False,0,T2712|T2730|T1496|T2640|T1201,ham|ham|ham|ham|ham,0.3229|0.2672|0.2535|0.2484|0.2290
T0062,train,72,ham,Finished class where are you.,0.0123967154133508,ham,0.0139323879091657,ham,5-fold-oof,0.01316455166125825,0.01316455166125825,False,False,False,0.0,,,0.0,False,0,H0227|H0131|T2010|T1551|T3678,ham|ham|ham|ham|ham,0.4668|0.4598|0.4480|0.3995|0.3986
T0063,train,73,ham,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,0.0408561382362523,ham,0.0130816224530364,ham,5-fold-oof,0.026968880344644352,0.026968880344644352,False,False,False,0.0,,,0.0,False,0,T3966|H0984|T3678|T3652|H0874,ham|ham|ham|ham|ham,0.4139|0.4083|0.3544|0.3480|0.3334
T0064,train,74,ham,K..k:)where are you?how did you performed?,0.0062642626751731,ham,0.0167313621951335,ham,5-fold-oof,0.0114978124351533,0.0114978124351533,False,False,False,0.0,,,0.0,False,0,T0684|T2404|T4116|T1559|T1568,ham|ham|ham|ham|ham,0.3446|0.2911|0.2822|0.2822|0.2822
H0011,heldout,75,ham,U can call me now...,0.1258870618260344,ham,0.0386291873389755,ham,fit-all-train,0.08225812458250495,0.08225812458250495,False,False,False,0.0,,,0.0,False,0,H0838|H0800|T0133|T3307|H0444,ham|ham|ham|ham|ham,0.9783|0.5082|0.4676|0.4179|0.3586
