id_1,id_2,split_1,split_2,label_1,label_2,word_similarity,char_similarity,primary_similarity,similarity_basis,meets_protocol_threshold,is_cross_split,has_label_conflict,text_1,text_2,match_type
T0710,H0804,train,heldout,spam,spam,0.9372936846687968,0.921766981064535,0.9372936846687968,word,True,True,False,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,near
T1558,H1030,train,heldout,spam,spam,0.8278506454856192,0.9332448364321495,0.9332448364321495,character,True,True,False,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins","YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",near
T1558,H1038,train,heldout,spam,spam,0.8278506454856192,0.9332448364321495,0.9332448364321495,character,True,True,False,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins","YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",near
T3462,H1030,train,heldout,spam,spam,0.8278506454856192,0.9332448364321495,0.9332448364321495,character,True,True,False,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins","YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",near
T3462,H1038,train,heldout,spam,spam,0.8278506454856192,0.9332448364321495,0.9332448364321495,character,True,True,False,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins","YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",near
T0435,H1108,train,heldout,spam,spam,0.9301352272921806,0.8961761991887601,0.9301352272921806,word,True,True,False,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 ,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04,near
T3844,H1090,train,heldout,spam,spam,0.9296198266601188,0.7040906822305675,0.9296198266601188,word,True,True,False,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.,near
H0632,T3256,heldout,train,spam,spam,0.9068454578918714,0.9289007824233355,0.9289007824233355,character,True,True,False,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180","Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182",near
H0805,T4223,heldout,train,spam,spam,0.8527895600207033,0.9269514714249464,0.9269514714249464,character,True,True,False,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,near
T0650,H0196,train,heldout,spam,spam,0.8345198806522718,0.9254319048020464,0.9254319048020464,character,True,True,False,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,near
T0650,H0733,train,heldout,spam,spam,0.8345198806522718,0.9254319048020464,0.9254319048020464,character,True,True,False,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,near
T0650,H0821,train,heldout,spam,spam,0.8345198806522718,0.9254319048020464,0.9254319048020464,character,True,True,False,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,near
H0196,T4113,heldout,train,spam,spam,0.8345198806522718,0.9254319048020464,0.9254319048020464,character,True,True,False,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,near
H0733,T4113,heldout,train,spam,spam,0.8345198806522718,0.9254319048020464,0.9254319048020464,character,True,True,False,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,near
H0821,T4113,heldout,train,spam,spam,0.8345198806522718,0.9254319048020464,0.9254319048020464,character,True,True,False,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,near
T1558,H0440,train,heldout,spam,spam,0.8580915647424028,0.9232009124035092,0.9232009124035092,character,True,True,False,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins","URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",near
T1558,H0815,train,heldout,spam,spam,0.8580915647424028,0.9232009124035092,0.9232009124035092,character,True,True,False,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins","URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",near
H0440,T3462,heldout,train,spam,spam,0.8580915647424028,0.9232009124035092,0.9232009124035092,character,True,True,False,"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins","WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",near
H0815,T3462,heldout,train,spam,spam,0.8580915647424028,0.9232009124035092,0.9232009124035092,character,True,True,False,"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins","WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",near
H0031,T0488,heldout,train,ham,ham,0.6793876955545233,0.9227336540787048,0.9227336540787048,character,True,True,False,Gud mrng dear hav a nice day,Gud mrng dear have a nice day,near
T0488,H0152,train,heldout,ham,ham,0.6793876955545233,0.9227336540787048,0.9227336540787048,character,True,True,False,Gud mrng dear have a nice day,Gud mrng dear hav a nice day,near
T0488,H0727,train,heldout,ham,ham,0.6793876955545233,0.9227336540787048,0.9227336540787048,character,True,True,False,Gud mrng dear have a nice day,Gud mrng dear hav a nice day,near
T0558,H0470,train,heldout,spam,spam,0.9227226254852668,0.7372684570771587,0.9227226254852668,word,True,True,False,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,Please CALL 08712402902 immediately as there is an urgent message waiting for you.,near
H0329,T2871,heldout,train,spam,spam,0.9223251733201119,0.7719817690205604,0.9223251733201119,word,True,True,False,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,near
